Wavelength	Xsec_2
196.21504	1.071085118325035e-17
196.21597	1.1019351908943857e-17
196.2169	1.097592270725549e-17
196.21783	1.0533426656871427e-17
196.21876	9.817521683915555e-18
196.21968	9.08167206003316e-18
196.22061	8.704221427895398e-18
196.22154	8.83942023285683e-18
196.22247	9.44531788756882e-18
196.2234	1.0110393517690095e-17
196.22433	1.0359621816372182e-17
196.22525	1.030332671343461e-17
196.22618	1.0454127517747227e-17
196.22711	1.1001970165642675e-17
196.22804	1.1651348662844577e-17
196.22897	1.1939678741875379e-17
196.23454	9.923795133445887e-18
196.23547	9.620115104981299e-18
196.23639	9.721189991639149e-18
196.23732	1.0330501074614415e-17
196.23825	1.08062450736591e-17
196.23918	1.1223809032567826e-17
196.24011	1.2187451087065928e-17
196.24104	1.3538168219423337e-17
196.24196	1.4421146803273736e-17
196.24289	1.4382281737241495e-17
196.24382	1.3669365904852425e-17
196.24475	1.2579384287854703e-17
196.24568	1.1061049552564666e-17
196.24661	9.381213700281217e-18
196.24753	7.777561728901372e-18
196.24846	6.6879452425290245e-18
196.25311	9.30107985248701e-18
196.25403	9.648687695221985e-18
196.25496	9.269544386901995e-18
196.25589	8.335954350884152e-18
196.26146	1.167764121090844e-17
196.26239	1.274134062150231e-17
196.26332	1.255437934305332e-17
196.26425	1.1749283168617455e-17
196.26518	1.1056740162018858e-17
196.26611	1.0480801984201897e-17
196.26704	1.0380342030478947e-17
196.26796	1.0913375375394717e-17
196.26889	1.1828950574935603e-17
196.26982	1.2763224292615594e-17
196.27075	1.3090541054835669e-17
196.27354	1.0538701790656106e-17
196.27446	9.739072746310832e-18
196.27539	9.487974747504339e-18
196.27632	9.887117555621822e-18
196.27725	1.0761298440808916e-17
196.27818	1.1683096614665649e-17
196.27911	1.2108613358821748e-17
196.28004	1.1537113726692967e-17
196.28097	1.0119840478839115e-17
196.2819	8.792207878633974e-18
196.28282	8.196033068003526e-18
196.28375	8.622327454533528e-18
196.28468	1.0082399276670566e-17
196.28561	1.2245766465449338e-17
196.28654	1.3922393929018017e-17
196.28747	1.4211106705674685e-17
196.2884	1.3897514964395067e-17
196.30326	1.028441782661579e-17
196.30419	1.1270064627695855e-17
196.30512	1.2989611619761475e-17
196.30605	1.3476275999324361e-17
196.30698	1.2893373321181302e-17
196.30791	1.2422067014239403e-17
196.30883	1.2149726970134262e-17
196.30976	1.1899621625371775e-17
196.33113	9.499600047298095e-18
196.33206	1.0669162527150636e-17
196.33299	1.1288853183659474e-17
196.33392	1.1015714178930039e-17
196.33485	1.0391570552140283e-17
196.33578	9.546837846725072e-18
196.33671	8.706804862056178e-18
196.33764	8.087099949788274e-18
196.33857	7.801637390773422e-18
196.3395	7.693389322892615e-18
196.34043	7.657183703290835e-18
196.34136	7.575951783263823e-18
196.34229	7.51348554780708e-18
196.34322	7.500750595240366e-18
196.34415	7.551942370178094e-18
196.34508	7.686213994353415e-18
196.346	7.748272523017475e-18
196.34693	7.818415017939884e-18
196.34786	7.94174385328314e-18
196.34879	8.029742214237664e-18
196.34972	8.221216813347825e-18
196.35065	8.358758465549298e-18
196.37017	1.0430474568738542e-17
196.3711	1.0742702169500293e-17
196.37203	1.1158438163850218e-17
196.37575	1.1231461451783155e-17
196.37668	1.0015850231454249e-17
196.37761	8.507741433497935e-18
196.37854	7.191449377327555e-18
196.37947	6.383275522747405e-18
196.3804	6.225784451117461e-18
196.38133	6.456860702218252e-18
196.38226	6.723276917171943e-18
196.38319	6.583537538105353e-18
196.38412	6.037161267177891e-18
196.38505	5.251182922419543e-18
196.38598	4.5195459924875524e-18
196.38691	4.1143434377021306e-18
196.38784	4.216139828746316e-18
196.38877	4.7870630685752194e-18
196.3897	5.66460708743087e-18
196.39063	6.54650545937717e-18
196.39156	7.182614808708917e-18
196.39249	7.353098672652632e-18
196.40086	1.0426393439001592e-17
196.40179	1.0609510762921056e-17
196.40272	1.0053145128723067e-17
196.40365	9.073196551864936e-18
196.44271	6.281325139049388e-18
196.44364	5.884454500060841e-18
196.44457	5.860607042016821e-18
196.4455	5.854262760430566e-18
196.44643	5.635911393327056e-18
196.44736	5.14602559020929e-18
196.44829	4.625448947682635e-18
196.44923	4.316458615169423e-18
196.45016	4.327355976136428e-18
196.45109	4.742637033230546e-18
196.45202	5.480739254278804e-18
196.45295	6.106720869589575e-18
196.45388	6.119306509008298e-18
196.45481	5.51387290156045e-18
196.45574	4.783080673949278e-18
196.45667	4.451497610443182e-18
196.4576	4.6938487779809264e-18
196.45853	5.376049426634208e-18
196.45946	6.156046758536536e-18
196.46039	6.7594968655488146e-18
196.46132	7.158820385940487e-18
196.46225	7.455927176809265e-18
196.46318	7.740043937362224e-18
196.46411	8.000868050664568e-18
196.46504	8.158696555428355e-18
196.46597	8.171442999423599e-18
196.4669	7.917610113276116e-18
196.46784	7.467777854337914e-18
196.46877	6.947752864014748e-18
196.4697	6.662025673286751e-18
196.47063	6.7118041216911604e-18
196.48366	8.368336015288266e-18
196.48459	9.051730916430701e-18
196.48552	9.414571398088628e-18
196.50972	5.54626119763178e-18
196.51065	5.6179353758507675e-18
196.51158	5.986624710863697e-18
196.51251	6.757268935630206e-18
196.51344	7.675732954426402e-18
196.51438	8.24632346828163e-18
196.51531	8.191319772518167e-18
196.51624	7.61206251734577e-18
196.51717	6.843641577648331e-18
196.5181	6.12828993733546e-18
196.51903	5.68193531110041e-18
196.51996	5.545504344613259e-18
196.52089	5.701852247651855e-18
196.52182	6.087479993777627e-18
196.52275	6.523311116729557e-18
196.52369	6.96942389755261e-18
196.52462	7.344009062025659e-18
196.52555	7.501725689468421e-18
196.52648	7.466261550284246e-18
196.52741	7.289933971033928e-18
196.52834	7.12444891545214e-18
196.52927	6.894999236496727e-18
196.5302	6.442699946298141e-18
196.53113	5.8159384868198596e-18
196.53207	5.0960887477960735e-18
196.53393	4.481797125897174e-18
196.53486	4.872416930170642e-18
196.53579	5.5652619537274516e-18
196.53672	6.383904467459471e-18
196.53765	6.945369101529366e-18
196.53858	7.006476174720334e-18
196.53952	6.672859301199641e-18
196.54045	6.267036379033595e-18
196.54138	6.1327986016530656e-18
196.54231	6.432653322307688e-18
196.54324	7.073992959217866e-18
196.54417	7.939551318656588e-18
196.5451	8.740619256332408e-18
196.54603	9.377327445308153e-18
196.54697	9.754008141650705e-18
196.5479	9.868006291818422e-18
196.54883	9.532324328903996e-18
196.54976	8.729016315504218e-18
196.55069	7.770780780936026e-18
196.55349	7.211360778001492e-18
196.55814	7.562028718582574e-18
196.58143	4.783013860051976e-18
196.58236	4.858370632839436e-18
196.58329	5.190747527038156e-18
196.58423	5.6615653608031065e-18
196.58516	6.18461642965255e-18
196.58609	6.704575251013103e-18
196.62896	5.8635669404426534e-18
196.62989	7.026313179987272e-18
196.63082	7.955922363595397e-18
196.63175	8.301599507277938e-18
196.63269	7.983784599488103e-18
196.66625	5.136073863746168e-18
196.66718	5.045073605895765e-18
196.66811	5.2241949881932995e-18
196.66905	5.528326392056372e-18
196.66998	5.776088625359202e-18
196.67091	5.799292853219204e-18
196.67184	5.64327630465906e-18
196.67278	5.500914635727104e-18
196.67371	5.4914316476797365e-18
196.67464	5.592671047268002e-18
196.67557	5.702110769586913e-18
196.67651	5.660970254618009e-18
196.67744	5.464348431364891e-18
196.67837	5.212989707527486e-18
196.6793	5.0738535980793036e-18
196.68024	5.0476336806170904e-18
196.68117	4.945636654341845e-18
196.6821	4.575109218375635e-18
196.74367	5.959052535442135e-18
196.74461	7.034232961860218e-18
196.74554	8.123665361350986e-18
196.74647	8.935849226485017e-18
196.74741	9.164288686983993e-18
196.74834	8.616332111811562e-18
196.74927	7.601181181178506e-18
196.75021	6.5754572993276495e-18
196.75114	5.943719342978126e-18
196.75207	5.820021352375583e-18
196.75301	6.217539147305745e-18
196.75394	7.095767461140586e-18
196.75487	7.908285068955698e-18
196.75581	8.189459547663295e-18
196.75674	7.845195152733224e-18
196.75767	6.967083952547814e-18
196.75861	6.019469117496739e-18
196.75954	5.358706728670537e-18
196.76047	5.219905745803578e-18
196.76141	5.431513625187628e-18
196.76234	5.680341715260734e-18
196.76327	5.5635060437619615e-18
196.76421	4.960754000484423e-18
196.76514	4.0814675812669304e-18
196.76607	3.2152725261253615e-18
196.78101	5.282898893459261e-18
196.78194	6.1878015576573185e-18
196.78288	7.180036240528873e-18
196.78381	8.13595500313387e-18
196.78474	8.64170878462215e-18
196.78568	8.542872053260777e-18
196.78661	7.898079703131646e-18
196.78754	7.073990192449284e-18
196.78848	6.417848698687242e-18
196.78941	6.026398171096813e-18
196.79034	5.945972458932198e-18
196.79128	6.012563407421206e-18
196.79221	6.095152287179783e-18
196.79315	6.094719980848696e-18
196.79408	5.977157552338273e-18
196.79501	5.802732796485232e-18
196.81742	6.418021184369928e-18
196.81836	6.563679399894822e-18
196.81929	6.4573432572570315e-18
196.82023	6.176319051876762e-18
196.82116	5.712936675276966e-18
196.88375	3.718457211763287e-18
196.88469	3.619000652741984e-18
196.88562	3.7429106125612466e-18
196.88656	3.99793106827004e-18
196.88749	4.363726236784677e-18
196.88843	4.9331172226341e-18
196.88936	5.440730545962963e-18
196.89029	5.73551358057322e-18
196.92114	5.7462359943776786e-18
196.92208	5.695759338415658e-18
196.92301	5.574702169756479e-18
196.92395	5.38518385828075e-18
196.92488	5.1021916585881005e-18
196.92582	4.837826472301186e-18
196.92675	4.609721018966678e-18
196.92768	4.446577115972889e-18
196.92862	4.3719011446121e-18
196.92955	4.4750318977430565e-18
196.93049	4.777434291436624e-18
196.93142	5.3084180686116085e-18
196.93236	5.798440466864135e-18
196.93329	5.990603916502939e-18
196.93423	6.021713861054625e-18
196.93516	5.997643043235485e-18
196.9361	5.644565520734716e-18
196.93703	4.964667164342565e-18
196.94358	4.0558610366834395e-18
196.94452	4.0253879725465526e-18
196.94545	3.717654363145359e-18
196.95667	5.423595746453854e-18
196.95761	6.035809679320985e-18
196.95854	6.392029753937351e-18
196.95948	6.271853818066956e-18
196.96041	5.5826757272692714e-18
197.14483	4.372837984659904e-18
197.14577	4.836180085477425e-18
197.1467	5.071219858820218e-18
197.14764	5.047397514236443e-18
197.14858	4.651626025715204e-18
197.18513	4.5790021666265275e-18
197.18607	4.672272363710895e-18
197.187	4.281322868427286e-18
197.20388	3.0113475057205857e-18
197.2367	2.834195199407287e-18
197.23764	2.860683462641156e-18
197.24327	2.808221864089597e-18
197.2442	3.669936687851841e-18
197.24514	4.3866297530867025e-18
197.24608	4.907832347445204e-18
197.24702	4.927354816058633e-18
197.24796	4.75662848661742e-18
197.25265	4.253855831151513e-18
197.25358	4.182572439072623e-18
197.25452	3.942510894820334e-18
197.25546	3.87238192711043e-18
197.2564	3.986920063501636e-18
197.25734	4.191930596835968e-18
197.25827	4.393460055583395e-18
197.25921	4.24201342618788e-18
197.26015	3.609317059496832e-18
197.33053	8.799047766045354e-18
197.33147	9.851405160659536e-18
197.33241	1.0715525250236746e-17
197.33335	1.1358846474828738e-17
197.33429	1.1775809980740174e-17
197.33523	1.1788052412897559e-17
197.33617	1.1237163873366084e-17
197.3371	1.0159489900347538e-17
197.33804	8.858331745746813e-18
197.35776	1.025035009816201e-17
197.3587	1.1629723542546862e-17
197.35964	1.303420214907792e-17
197.36058	1.3813936319547784e-17
197.36152	1.3472547210387884e-17
197.36246	1.2370024547563488e-17
197.36339	1.1198106359659508e-17
197.36433	1.0113288879576046e-17
197.36527	9.099663506037858e-18
197.36621	8.318208003209869e-18
197.36715	7.908748972797894e-18
197.38406	9.862280254878614e-18
197.385	9.984805412642342e-18
197.38594	9.595841984342523e-18
197.38687	8.635362940398365e-18
197.38781	7.405178085267271e-18
197.38875	6.293738440631952e-18
197.38969	5.5964667188725e-18
197.43573	4.604751565199966e-18
197.43667	4.640357420696872e-18
197.45359	9.592619520624141e-18
197.45453	9.54945337596966e-18
197.45547	9.113201094260322e-18
197.51094	8.090054354646485e-18
197.51188	8.248220141183786e-18
197.51282	8.245278220331683e-18
197.51376	8.34397811247777e-18
197.5147	8.531785163851506e-18
197.51564	8.733396862277722e-18
197.51658	8.832728150621028e-18
197.51752	8.9466034210378e-18
197.52787	8.885700848647396e-18
197.52881	9.243722933502985e-18
197.52975	9.83230068072324e-18
197.53069	1.0058912139297689e-17
197.53163	9.498082277175984e-18
197.53257	8.58703009376113e-18
197.53352	8.00978697393813e-18
197.53446	8.034200949423275e-18
197.5354	8.343250120509349e-18
197.54198	1.0057648145467784e-17
197.54292	1.0748955050786598e-17
197.54386	1.0771014832732522e-17
197.5448	1.0386713225715085e-17
197.54575	1.001661069376472e-17
197.54669	9.511379607058062e-18
197.54763	8.709121352250228e-18
197.54857	7.917392173031261e-18
197.54951	7.545952287228391e-18
197.55045	7.883461594356777e-18
197.55139	8.831100689938557e-18
197.55233	1.0082783261586643e-17
197.55327	1.1319944408755237e-17
197.55421	1.234066652633842e-17
197.55798	1.1595279611681672e-17
197.57209	1.2006960241095932e-17
197.57303	1.2480974347955167e-17
197.57397	1.2369398968090578e-17
197.58056	8.610972760794995e-18
197.5815	9.208455996403836e-18
197.58244	9.895069937609606e-18
197.58339	1.0518762451645107e-17
197.58433	1.098190066222833e-17
197.58527	1.1280041380221513e-17
197.58621	1.1390680606989256e-17
197.58715	1.126357895287775e-17
197.58809	1.0893506589842078e-17
197.58903	1.0292255609538869e-17
197.58997	9.605442211684965e-18
197.59091	9.078070345835709e-18
197.59186	8.830681872345833e-18
197.5928	9.086935421721315e-18
197.59374	9.858696119660829e-18
197.59468	1.1039878046057113e-17
197.59562	1.2476514514343027e-17
197.59656	1.3639931627339484e-17
197.5975	1.3683987827323753e-17
