Wavelength	Xsec_3
195.84354	2.4688485492816454e-18
195.93606	5.1699666001715534e-18
195.93698	5.685347962829721e-18
195.93791	5.982726726874e-18
195.93883	6.185627481273309e-18
195.93976	6.269790399470764e-18
195.94068	6.340790527583297e-18
195.94161	6.479634344115819e-18
195.94253	6.72906301590819e-18
195.94346	7.148384187851527e-18
195.94439	7.611220886690977e-18
195.94716	6.6255381048982225e-18
195.94901	5.9719050826893096e-18
195.94994	5.7945433021304e-18
195.95087	5.376705284524574e-18
195.95179	4.780944644135934e-18
195.95272	4.337734114529851e-18
195.95364	4.268749525696214e-18
195.95457	4.6171140519175616e-18
195.95549	5.266425213899888e-18
195.95642	6.139298435876471e-18
195.95735	7.066885055728558e-18
195.95827	7.875885065915973e-18
195.9592	8.220118612815917e-18
195.96012	7.856414145163494e-18
195.96105	6.876325063949407e-18
195.96197	5.813848219691756e-18
195.9629	5.0156716125570146e-18
195.96383	4.726262410530838e-18
195.96475	5.001724536653883e-18
195.96846	8.707634342889739e-18
195.96938	8.909925307433374e-18
195.97216	7.603248973773295e-18
195.97308	7.153042848795692e-18
195.97401	6.7836079942453435e-18
195.97494	6.576292362726574e-18
195.97586	6.656168212289686e-18
195.97679	7.07428875174351e-18
195.97771	7.888293161194978e-18
195.98142	9.031897984848752e-18
195.98234	8.401126404302676e-18
195.98327	8.07779580291739e-18
195.9842	8.3532904361253e-18
195.98512	8.874815092580006e-18
195.98605	9.1745169972339e-18
195.98697	9.140919068956615e-18
195.9879	8.559561838380594e-18
196.00087	7.972752306597364e-18
196.00179	8.21470995040761e-18
196.00272	8.765479424769987e-18
196.00364	9.436416692063825e-18
196.00457	9.367528865078687e-18
196.0055	8.273309226699461e-18
196.01661	9.92691700070631e-18
196.08147	1.1170041880708745e-17
196.0824	1.0759704127689118e-17
196.08333	1.0443421058065879e-17
196.10465	9.51916409991705e-18
196.10558	8.649071720763309e-18
196.10651	8.246611213312748e-18
196.10743	8.647109674353082e-18
196.11392	8.41601060956189e-18
196.11485	7.691606538135461e-18
196.11578	7.695445765153608e-18
196.14453	8.685074921850642e-18
196.14545	8.992621073032963e-18
196.14638	1.0537766039575533e-17
196.16679	8.79721266753732e-18
196.16772	8.897938246046216e-18
196.19927	1.0297906478637747e-17
196.20019	9.832764810963185e-18
196.22154	7.672093022870005e-18
196.23732	7.094852491496178e-18
196.23825	6.404880870614582e-18
196.23918	6.2182510710081614e-18
196.24011	6.453362124383327e-18
196.24104	6.81683824438074e-18
196.24196	6.957954706779574e-18
196.24289	6.856876591973106e-18
196.24382	6.61955389519258e-18
196.24475	6.278028960737145e-18
196.24568	5.964618573341029e-18
196.24661	5.9396805902929394e-18
196.24753	6.396459731850938e-18
196.24846	7.354500937604093e-18
196.25589	1.1145411072120944e-17
196.25682	1.07401306916887e-17
196.26239	7.53467638520955e-18
196.26332	7.908772899110855e-18
196.26889	8.16748260633402e-18
196.26982	8.880225658608097e-18
196.27075	8.549586114952908e-18
196.27168	7.389085417920923e-18
196.27632	6.763102015699181e-18
196.27725	6.976316085667188e-18
196.27818	7.070947557680317e-18
196.27911	7.392813969908681e-18
196.28004	7.860271151896802e-18
196.28097	8.264513306976951e-18
196.28561	8.973229970025287e-18
196.28654	9.06783274470501e-18
196.28747	9.349580241951502e-18
196.2884	1.0030656394832433e-17
196.28933	1.084200905498425e-17
196.32835	9.564516618184575e-18
196.32928	9.081444423292527e-18
196.33021	9.212237927953187e-18
196.33113	9.516426654187374e-18
196.33206	9.511969804212217e-18
196.33299	9.369159689323334e-18
196.33392	9.427452183144453e-18
196.33857	7.681320836932317e-18
196.3395	8.106839261504054e-18
196.34043	8.77555650959403e-18
196.34136	9.069217930895632e-18
196.34229	8.730044043683734e-18
196.34322	8.089506562491348e-18
196.34415	7.523453192614819e-18
196.34508	7.235802323726346e-18
196.346	7.19586229198843e-18
196.34693	7.343757730633153e-18
196.34786	7.611722914685817e-18
196.34879	7.986226092527031e-18
196.34972	8.206539717354895e-18
196.35065	7.7890420107644e-18
196.37668	9.231134063699962e-18
196.37761	8.704519322667376e-18
196.37854	8.119604461863662e-18
196.37947	7.51820761736054e-18
196.3804	6.983980557498312e-18
196.38133	6.408403178033624e-18
196.38226	5.6697888443302e-18
196.38319	4.902174276135425e-18
196.38412	4.353730140937662e-18
196.38505	4.174882318117933e-18
196.38598	4.37430493032501e-18
196.38691	4.913776643793339e-18
196.38784	5.680268979992802e-18
196.38877	6.5641306542595785e-18
196.3897	7.506392692425961e-18
196.39063	8.355943378503355e-18
196.39156	8.898360685342334e-18
196.39249	9.038068747079088e-18
196.39342	9.04109716750519e-18
196.39435	9.16948925663682e-18
196.39528	9.536749225398732e-18
196.39621	9.897061142757893e-18
196.4176	7.292610539707803e-18
196.41853	7.417138276326266e-18
196.41946	7.562404365418842e-18
196.42039	7.601635963067026e-18
196.44178	7.370541141727215e-18
196.44271	7.609780719864904e-18
196.44364	7.729787996014693e-18
196.44457	7.48579366019778e-18
196.4455	6.793632405730192e-18
196.44643	6.008752159684415e-18
196.44736	5.527874281336595e-18
196.44829	5.4741800094850496e-18
196.44923	5.7471499119379914e-18
196.45016	6.148929205112475e-18
196.45109	6.538295565439132e-18
196.45202	6.950584248543667e-18
196.45295	7.42564057049417e-18
196.45388	8.011651010186762e-18
196.46039	7.169981822601535e-18
196.46132	6.937379671859486e-18
196.46225	6.882437486879041e-18
196.4669	6.3332486632139844e-18
196.46784	5.769300561965605e-18
196.46877	5.381018634755442e-18
196.4697	5.258995332374817e-18
196.48459	7.847505674374283e-18
196.48552	9.093879014486962e-18
196.50879	6.5119347611820436e-18
196.51624	6.23615211702939e-18
196.51717	5.758113621058276e-18
196.5181	5.44130339501296e-18
196.51903	5.3299122170178305e-18
196.51996	5.364512884534707e-18
196.52089	5.4639046493926324e-18
196.52182	5.6521134093352344e-18
196.52275	5.929831755779944e-18
196.52369	6.315782042505292e-18
196.52462	6.649509053617672e-18
196.52555	6.7124892042651794e-18
196.52648	6.4931176048978395e-18
196.52741	6.2908015549055245e-18
196.52834	6.334042023199704e-18
196.52927	6.477289693858424e-18
196.5302	6.5631014717475516e-18
196.53113	6.534138304767388e-18
196.53207	6.443244562586554e-18
196.533	6.372988160931383e-18
196.53393	6.485281409054901e-18
196.53486	6.681533526564186e-18
196.53579	6.6802883452213235e-18
196.53672	6.325662544266267e-18
196.53765	5.72556686143214e-18
196.53858	5.210594769118512e-18
196.53952	4.9933528987377364e-18
196.54045	5.101855689599694e-18
196.54138	5.340026450770236e-18
196.54231	5.501218721695141e-18
196.54324	5.449478293885284e-18
196.54417	5.314162812896681e-18
196.5451	5.193400681492059e-18
196.5805	5.913338301673358e-18
196.58143	6.247674446662831e-18
196.58236	6.4120251352141476e-18
196.58329	6.432130102947997e-18
196.58423	6.387523409263119e-18
196.58516	6.20517610683116e-18
196.58609	5.761268695538957e-18
196.62989	4.669233918120232e-18
196.63082	5.1074144312518685e-18
196.63175	5.792674774129128e-18
196.63269	6.362787045194123e-18
196.63362	6.324616329986136e-18
196.66998	5.104455385415184e-18
196.67091	6.0340161401944914e-18
196.67184	6.425514804375584e-18
196.67278	6.3365413687098756e-18
196.67371	5.936202647370234e-18
196.67464	5.387808730316998e-18
196.67557	4.689832743189629e-18
196.67651	3.980836075348608e-18
196.68024	3.1617993749570257e-18
196.68117	3.504969457357788e-18
196.6821	3.790508680423465e-18
196.68303	3.882848939360179e-18
196.72315	6.840496378996901e-18
196.72408	7.385683738511634e-18
196.74554	5.082005896005739e-18
196.74647	5.722155409497735e-18
196.74741	6.3490715914773055e-18
196.74834	6.7360313036802874e-18
196.74927	6.737042638251797e-18
196.75021	6.346778110589301e-18
196.75114	5.752068004147046e-18
196.75207	5.138994995413217e-18
196.75301	4.640040085682245e-18
196.75394	4.205878171699429e-18
196.75487	3.819716547394143e-18
196.76234	3.8666621584946525e-18
196.76327	4.261720817432567e-18
196.76421	4.09107046132878e-18
196.76514	3.627968931078049e-18
196.76607	3.1636454091634086e-18
196.77634	4.561863843691884e-18
196.77727	5.1390654179032985e-18
196.77821	5.487477900980922e-18
196.77914	5.665480245571347e-18
196.78007	6.051536033530643e-18
196.78101	6.741113392146841e-18
196.78194	7.560551667541677e-18
196.78288	8.101350293059366e-18
196.78381	8.305063361473259e-18
196.78568	7.933619214791388e-18
196.78661	7.565133974871764e-18
196.78754	7.421505153313714e-18
196.78848	7.614721136127789e-18
196.78941	8.043112524337859e-18
196.79034	8.371353746095207e-18
196.79128	8.216979046319017e-18
196.79221	7.483358695332933e-18
196.79315	6.438774900357899e-18
196.79408	5.4020622551046814e-18
196.79501	4.587641932147738e-18
196.79968	4.025914750821761e-18
196.80061	4.0339617510356265e-18
196.80155	4.023591462175702e-18
196.80248	4.051990221659314e-18
196.81742	6.762003125656497e-18
196.81836	6.317633318115846e-18
196.81929	6.229476417219587e-18
196.82023	6.4534515095473965e-18
196.82116	6.53575216517574e-18
196.88375	4.322795080086321e-18
196.88469	4.703970475043405e-18
196.88562	5.160424041416272e-18
196.88656	5.636652547823934e-18
196.88936	6.158061769507124e-18
196.89029	5.7206178358504354e-18
196.92114	5.643726414725233e-18
196.92208	5.6720409650715136e-18
196.92301	5.144762435274691e-18
196.92395	4.451541861608611e-18
196.92488	3.939485287502363e-18
196.92582	3.730306560419398e-18
196.92675	3.742079923802469e-18
196.92768	3.999072768142866e-18
196.92862	4.504611689532519e-18
196.92955	5.18037554925653e-18
196.93049	5.871514417715652e-18
196.93142	6.460932433828727e-18
196.93236	6.852238723536745e-18
196.93329	7.181151183239259e-18
196.93423	7.551453005951307e-18
196.93516	7.867646562750123e-18
196.9361	8.072174822176046e-18
196.93703	8.005035731947435e-18
196.93797	7.532422960289453e-18
196.9389	6.844374110871062e-18
196.93984	6.156227187114517e-18
196.94078	5.724818763841438e-18
196.94171	5.689551864773053e-18
196.94265	5.8180370628346814e-18
196.94358	5.944403879160382e-18
196.94452	6.1313919543167025e-18
196.94545	6.3186253340203224e-18
196.94639	6.325841659300474e-18
196.94732	6.047144276865068e-18
196.94826	5.578500557596314e-18
196.94919	5.13517293726281e-18
196.95013	4.912785926606108e-18
196.95106	5.020967090041714e-18
196.952	5.484099386728699e-18
196.95293	6.115057961641318e-18
196.95387	6.6603085891377505e-18
196.9548	6.786461062725838e-18
196.95574	6.3323062272926514e-18
196.95667	5.5068794869250245e-18
196.95761	4.572635396862442e-18
196.95854	3.748218736283697e-18
196.97631	4.212158173810901e-18
196.97725	4.7881658442240555e-18
196.99315	4.69173977751596e-18
196.99409	4.72262545010274e-18
196.99502	4.815387493344177e-18
196.99596	4.982008552019537e-18
196.99689	5.0905713880215925e-18
196.99783	5.06939421685581e-18
196.99877	5.055319594133433e-18
196.9997	4.976470606148173e-18
197.00064	4.8940441787149856e-18
197.00344	4.702110517741631e-18
197.00438	4.681847091461934e-18
197.14389	4.349022185245512e-18
197.14483	5.221255690480727e-18
197.14577	5.609809888214486e-18
197.1467	5.469602757396125e-18
197.14764	4.933937244939626e-18
197.14858	4.269952701462963e-18
197.14952	3.767326815591942e-18
197.15045	3.657990823548195e-18
197.15139	3.853830514399517e-18
197.15233	4.08856915786971e-18
197.15326	4.149354772377461e-18
197.1542	4.0728630594453235e-18
197.18513	2.8503766513285986e-18
197.18607	2.7341470159409862e-18
197.20388	2.688075806718614e-18
197.23107	2.6861493331479464e-18
197.23201	2.8783450173731953e-18
197.23295	2.8575378202629896e-18
197.23858	2.9326218253652528e-18
197.23951	3.259976679830818e-18
197.24045	3.369070289797667e-18
197.24139	3.251627586580337e-18
197.24233	3.0733851534775204e-18
197.24327	2.9809466510859845e-18
197.2442	2.9960212248429786e-18
197.24514	3.1351484825298604e-18
197.24608	3.3630730929188062e-18
197.24702	3.3932757584511545e-18
197.24796	3.2775804983517415e-18
197.36058	1.2725894634676987e-17
197.36152	1.1528367038393833e-17
197.36246	1.0314944316970697e-17
197.36339	9.183015092389785e-18
197.36433	8.323422948380604e-18
197.36715	6.868987911840007e-18
197.38406	7.707325580685165e-18
197.385	8.055392803556047e-18
197.38594	8.168688471250242e-18
197.38687	7.86635740797376e-18
197.38781	7.405729726559978e-18
197.38875	7.147305424020865e-18
197.38969	7.424942826234772e-18
197.39063	8.161846383297366e-18
197.43479	4.943061661803305e-18
197.43573	5.351263231519102e-18
197.43667	5.900524477953712e-18
197.43761	6.31262678004288e-18
197.50342	9.55838370531704e-18
197.50436	1.0244470038751991e-17
197.5053	1.0212130865729568e-17
197.50624	9.708182332516641e-18
197.50718	9.066079945306842e-18
197.51094	7.05089132301043e-18
197.51188	7.088980038517125e-18
197.51282	7.36279138161836e-18
197.51376	7.69446489132232e-18
197.5147	7.804788241706732e-18
197.51564	7.832997752138219e-18
197.51658	8.002015439141083e-18
197.51752	8.40111931706434e-18
197.51847	9.114872499091994e-18
197.51941	1.012284824552453e-17
197.52035	1.1246070293321186e-17
197.52599	1.0880406291979486e-17
197.52693	1.1579945037806525e-17
197.52787	1.2020951059949061e-17
197.53257	7.802786177848272e-18
197.53352	8.096729701572766e-18
197.53446	9.005512662501228e-18
197.5354	1.0233570949618594e-17
197.53634	1.112547004763177e-17
197.53728	1.0914343932318041e-17
197.53822	9.617159238657171e-18
197.53916	8.474926851615406e-18
197.5401	8.153019518263024e-18
197.54104	8.571319092407589e-18
197.54575	1.0241040265189264e-17
197.54669	9.132367668765864e-18
197.54763	8.362876116821111e-18
197.54857	7.999198477573239e-18
197.54951	7.948401125423884e-18
197.55045	8.075243511404005e-18
197.55139	8.37165542415293e-18
197.55233	8.76364120673864e-18
197.55327	9.15986368566009e-18
197.55421	9.171554843156714e-18
197.55515	8.78474677312952e-18
197.55609	8.393027684839323e-18
197.55704	8.161713900033171e-18
197.55798	8.059888382201219e-18
197.57209	9.629152770012462e-18
197.57303	9.563109126721318e-18
197.57868	9.972233790338496e-18
197.57962	9.955337802418988e-18
197.58056	1.0222101199854796e-17
197.5815	1.0880036847929619e-17
197.58244	1.1438705136028071e-17
197.58339	1.1627071192389332e-17
197.58433	1.1677120147013296e-17
197.58903	1.0896592149807122e-17
197.58997	9.82264319836834e-18
197.59091	8.933915349286567e-18
197.59186	8.372128766051248e-18
197.5928	8.293058060269277e-18
197.59562	9.331525549870416e-18
197.59656	9.38267541080055e-18
197.5975	9.441404829622116e-18
197.61068	1.0107172639940974e-17
197.61162	9.656336965648904e-18
197.61257	9.501243823912347e-18
197.61916	9.857495912325751e-18
197.6201	1.0188827672144449e-17
197.62104	1.0556519103949894e-17
197.62198	1.1089612436149821e-17
197.63705	8.502258580346954e-18
197.63799	8.853497881966232e-18
197.64929	9.985173754658644e-18
197.65023	8.615211440131135e-18
197.65117	7.864147958618359e-18
197.65212	7.936212244124485e-18
197.65306	8.744174343744616e-18
197.654	9.899074405703115e-18
197.65494	1.0821470262930416e-17
197.69639	8.823206678737645e-18
197.69733	7.943123961650579e-18
197.69828	7.455753145287075e-18
197.86425	9.22021114441729e-18
197.8652	8.21110096416569e-18
197.86614	7.785663241341649e-18
197.8888	8.151593308546959e-18
197.88974	7.404553994352227e-18
197.89069	7.272509269892263e-18
197.89163	7.790476205848501e-18
197.89257	8.719561544581213e-18
197.89635	9.394753830696031e-18
197.8973	8.591933320479754e-18
197.89824	7.71968925820157e-18
197.89918	7.037410011140362e-18
197.91146	8.169588918404851e-18
197.9124	8.614105857482617e-18
197.91335	9.276358065509897e-18
197.91429	1.0001350566806969e-17
197.91524	1.0566436705595126e-17
197.91618	1.0995776429523964e-17
197.92185	9.541471245173621e-18
197.92279	8.873041302808262e-18
197.92374	8.737131639232266e-18
197.92468	8.80019867252553e-18
197.92562	8.822340347014064e-18
197.92657	8.81815370725054e-18
197.92751	8.872677799377139e-18
197.93696	1.1587553284260842e-17
197.9379	1.0917465227082254e-17
197.93885	9.632478564472952e-18
197.93979	8.223585220332873e-18
197.94074	7.032881190741731e-18
197.94168	6.3509954833741434e-18
197.94263	6.271554670300759e-18
197.94357	6.743014810218395e-18
197.94452	7.418835951020163e-18
197.94546	7.862115790489693e-18
197.9464	7.758737247546987e-18
197.94735	7.247995632091364e-18
197.94829	6.712940311971762e-18
197.94924	6.5469685418584864e-18
197.95018	6.796785668080467e-18
197.95113	7.355629972557283e-18
197.95207	7.792077634480492e-18
197.95302	7.697671314162898e-18
197.95396	7.214304613251631e-18
197.95491	6.814561467543958e-18
197.95585	6.7912459017863285e-18
197.9568	7.031596256295228e-18
197.95774	7.265930778402771e-18
197.95869	7.226433052075538e-18
197.95963	6.934421912106487e-18
197.96058	6.580013634138529e-18
197.96152	6.3469980154366894e-18
197.96246	6.310433294738432e-18
197.96341	6.3068991179926185e-18
197.96435	6.236702147652503e-18
197.9653	6.176268155594576e-18
197.96624	6.166088482638063e-18
197.96719	6.41986958493272e-18
197.96813	6.968592344346146e-18
197.96908	7.755819074696959e-18
197.97002	8.735453767156141e-18
197.97097	9.557747149688979e-18
197.97191	9.855488741661894e-18
197.97286	9.336507452457382e-18
197.9738	8.435387309276963e-18
197.97475	7.579194591253874e-18
197.97569	6.912608968574365e-18
197.97664	6.503863391407485e-18
197.97758	6.321769973595725e-18
197.97853	6.257680278007228e-18
197.97947	6.166031980773856e-18
197.98042	6.026460757548296e-18
197.98136	5.8441600273151466e-18
197.98231	5.764016753292682e-18
197.98325	5.797934043531857e-18
197.9842	5.791240439339072e-18
197.98514	5.705034335152193e-18
197.98609	5.4037239791905e-18
197.98703	4.988812851191723e-18
197.98798	4.580175275824439e-18
197.98892	4.3607849672423394e-18
197.98987	4.3497796240582186e-18
197.99081	4.503271540997456e-18
197.99176	4.698239370908728e-18
197.9927	4.805570657104194e-18
197.99365	4.868798649804642e-18
197.99459	4.964962346201483e-18
197.99554	5.165914523929784e-18
197.99648	5.435292668965259e-18
197.99743	5.727589522496726e-18
197.99837	5.949070583708537e-18
197.99932	6.142321007944962e-18
198.00026	6.284464595766429e-18
198.00121	6.311657694063498e-18
198.00215	6.0830869718852344e-18
198.0031	5.6655892378671856e-18
198.00404	5.300455736817266e-18
198.01444	8.00704049499812e-18
198.01539	8.014597349419705e-18
198.01633	7.355288601055868e-18
198.01728	6.3990107165918864e-18
198.03619	8.624467279665412e-18
198.03713	7.838185455850408e-18
198.03808	7.628901343103912e-18
198.03902	7.992528266196538e-18
198.03997	8.916718545804271e-18
198.04091	1.0206351923012604e-17
198.04186	1.1297403906058238e-17
198.04375	1.1266662718811019e-17
198.0447	1.0425503205100063e-17
198.04564	9.021125709218561e-18
198.04659	7.389102059833859e-18
198.04753	5.9464778404852336e-18
198.05132	5.977362300925868e-18
198.05226	6.758934636454959e-18
198.05321	7.154968647649789e-18
198.05793	6.078261847446344e-18
198.05888	6.725573025591871e-18
198.05983	7.486852771437256e-18
198.06077	8.089953863496249e-18
198.06172	8.382469712990107e-18
198.07685	5.365198337972804e-18
198.0778	5.454552050549761e-18
198.07874	5.453958084000579e-18
198.07969	5.420927093963206e-18
198.08063	5.466099657258005e-18
198.08158	5.6540519540005216e-18
198.08253	5.9840266723591106e-18
198.08347	6.3833369669065965e-18
198.08442	6.796467575071386e-18
198.08536	7.30523692291637e-18
198.08631	7.66821714969713e-18
198.08726	7.678326356328763e-18
198.12226	8.221383121296739e-18
198.13173	4.0928954356154015e-18
198.13267	4.387038649549361e-18
198.13362	4.65768748853026e-18
198.13457	4.797802623951252e-18
198.13551	4.767452612582848e-18
198.13646	4.617034024397863e-18
198.13741	4.409499948774656e-18
198.13835	4.1862225647854e-18
198.1393	4.084171887413075e-18
198.14025	4.150072534119541e-18
198.14119	4.420168525700229e-18
198.14214	4.820619177004003e-18
198.14308	5.312381678903909e-18
198.14403	5.773110783458203e-18
198.14498	6.068624392168168e-18
198.14592	6.087350823529309e-18
198.14687	5.96083717537831e-18
198.17148	5.866401093714013e-18
198.17243	6.164401691031003e-18
198.17338	6.336322038601472e-18
198.17432	6.289934225425815e-18
198.17527	5.9807341810313624e-18
198.17622	5.5190765595590185e-18
198.17717	5.121687645205492e-18
198.17811	4.9222480885822245e-18
198.17906	4.959542583562136e-18
198.18947	5.865088668909461e-18
198.19042	5.794278486933492e-18
198.19137	5.74810218872919e-18
198.19232	5.635176115657513e-18
198.19326	5.280515200219594e-18
198.19421	4.835840799284992e-18
198.19516	4.424193205685918e-18
198.1961	4.144065229134047e-18
198.19705	3.998410317920062e-18
198.198	3.9875544253767445e-18
198.19895	4.130666660425427e-18
198.19989	4.386180610792998e-18
198.21599	4.625726953291464e-18
198.21694	4.7450872736215816e-18
198.21789	5.089991228138054e-18
198.21884	5.515945704243002e-18
198.21978	5.7308532358899094e-18
198.22073	5.6937148118176436e-18
198.22168	5.5652296800255455e-18
198.22262	5.555496676099665e-18
198.22357	5.716722408022325e-18
198.22452	5.914913481410599e-18
198.22547	5.903661133727716e-18
198.22641	5.5328172081799304e-18
198.22736	4.985981110126404e-18
198.27379	5.100749324126111e-18
198.27474	4.840446527715554e-18
198.29085	3.8794470288526066e-18
198.2918	4.118566789762074e-18
198.29275	4.0746270972113014e-18
198.30128	5.0762742025642025e-18
198.30223	5.127759107948577e-18
198.30318	4.901807071963575e-18
198.30412	4.5329500028140566e-18
