wavelength	dark	noise	dark+noise
202.66319	0.000153113000 	0.000034880900 	0.000187994000 
202.66418	0.000167977000 	0.000035169400 	0.000203147000 
202.66517	0.000153194000 	0.000035272500 	0.000188466000 
202.66616	0.000117870000 	0.000035208400 	0.000153078000 
202.66715	0.000090486000 	0.000034821100 	0.000125307000 
202.66814	0.000097640000 	0.000034184200 	0.000131824000 
202.66913	0.000103289000 	0.000034049300 	0.000137339000 
202.67012	0.000098682000 	0.000034229000 	0.000132911000 
202.67111	0.000088385100 	0.000034371800 	0.000122757000 
202.6721	0.000083652500 	0.000034358500 	0.000118011000 
202.67309	0.000093284300 	0.000034365300 	0.000127650000 
202.67408	0.000106883000 	0.000034486500 	0.000141369000 
202.67507	0.000114823000 	0.000034539700 	0.000149363000 
202.67606	0.000114597000 	0.000034395400 	0.000148993000 
202.67705	0.000109014000 	0.000034069300 	0.000143084000 
202.67804	0.000105252000 	0.000033711100 	0.000138963000 
202.67903	0.000107453000 	0.000033307000 	0.000140760000 
202.68003	0.000113682000 	0.000032893400 	0.000146576000 
202.68102	0.000122522000 	0.000032346900 	0.000154869000 
202.68201	0.000130894000 	0.000032086200 	0.000162980000 
202.683	0.000131249000 	0.000032042900 	0.000163292000 
202.68399	0.000117237000 	0.000032033900 	0.000149271000 
202.68498	0.000124322000 	0.000032036200 	0.000156358000 
202.68597	0.000150182000 	0.000032022000 	0.000182204000 
202.68696	0.000159834000 	0.000031931500 	0.000191765000 
202.68795	0.000147516000 	0.000031812100 	0.000179328000 
202.68894	0.000115526000 	0.000031705800 	0.000147232000 
202.68993	0.000075305300 	0.000031391200 	0.000106697000 
202.69092	0.000053988500 	0.000030958500 	0.000084947000 
202.69191	0.000083711200 	0.000030705000 	0.000114416000 
202.6929	0.000115356000 	0.000030918400 	0.000146275000 
202.69389	0.000117776000 	0.000031029900 	0.000148805000 
202.69488	0.000087864100 	0.000030990100 	0.000118854000 
202.69587	0.000050896200 	0.000031076700 	0.000081972900 
202.69686	0.000059930200 	0.000031409700 	0.000091339900 
202.69785	0.000083800200 	0.000031497800 	0.000115298000 
202.69884	0.000094028500 	0.000031458900 	0.000125487000 
202.69983	0.000086538100 	0.000031634600 	0.000118173000 
202.70082	0.000070629700 	0.000031849200 	0.000102479000 
202.70182	0.000070168100 	0.000031602900 	0.000101771000 
202.70281	0.000081653100 	0.000030899600 	0.000112553000 
202.7038	0.000095675400 	0.000030201500 	0.000125877000 
202.70479	0.000108770000 	0.000029819900 	0.000138590000 
202.70578	0.000116379000 	0.000030023800 	0.000146403000 
202.70677	0.000117338000 	0.000030593300 	0.000147931000 
202.70776	0.000126943000 	0.000031170300 	0.000158113000 
202.70875	0.000152901000 	0.000031282700 	0.000184184000 
202.70974	0.000171246000 	0.000031321800 	0.000202568000 
202.71073	0.000176086000 	0.000031498500 	0.000207585000 
202.71172	0.000168850000 	0.000031711900 	0.000200562000 
202.71271	0.000154066000 	0.000031783800 	0.000185850000 
202.7137	0.000136881000 	0.000031460600 	0.000168342000 
202.71469	0.000120827000 	0.000030930600 	0.000151758000 
202.71568	0.000105994000 	0.000030701800 	0.000136696000 
202.71668	0.000092655700 	0.000030983800 	0.000123639000 
202.71767	0.000113953000 	0.000031440600 	0.000145394000 
202.71866	0.000134900000 	0.000031734400 	0.000166634000 
202.71965	0.000142594000 	0.000031813900 	0.000174408000 
202.72064	0.000133492000 	0.000031825900 	0.000165318000 
202.72163	0.000109380000 	0.000031809100 	0.000141189000 
202.72262	0.000080085200 	0.000031786700 	0.000111872000 
202.72361	0.000061246600 	0.000031813900 	0.000093060500 
202.7246	0.000057573000 	0.000031902400 	0.000089475400 
202.72559	0.000060504200 	0.000031906400 	0.000092410600 
202.72658	0.000080186800 	0.000031909400 	0.000112096000 
202.72757	0.000094592200 	0.000031982700 	0.000126575000 
202.72856	0.000091799900 	0.000032023200 	0.000123823000 
202.72956	0.000071630000 	0.000032020300 	0.000103650000 
202.73055	0.000096476500 	0.000032036800 	0.000128513000 
202.73154	0.000118790000 	0.000032113700 	0.000150903000 
202.73253	0.000118677000 	0.000031996600 	0.000150674000 
202.73352	0.000095817000 	0.000031970400 	0.000127787000 
202.73451	0.000103581000 	0.000032336400 	0.000135918000 
202.7355	0.000104686000 	0.000032643100 	0.000137329000 
202.73649	0.000094923900 	0.000032393900 	0.000127318000 
202.73748	0.000079936400 	0.000031877800 	0.000111814000 
202.73847	0.000066370300 	0.000031548700 	0.000097919000 
202.73946	0.000083281800 	0.000031531800 	0.000114814000 
202.74046	0.000110757000 	0.000031626400 	0.000142383000 
202.74145	0.000133191000 	0.000031457500 	0.000164649000 
202.74244	0.000141866000 	0.000031419100 	0.000173285000 
202.74343	0.000128597000 	0.000031447400 	0.000160045000 
202.74442	0.000094536600 	0.000031612700 	0.000126149000 
202.74541	0.000054142900 	0.000031771900 	0.000085914800 
202.7464	0.000044115900 	0.000031380300 	0.000075496200 
202.74739	0.000069026600 	0.000031096500 	0.000100123000 
202.74838	0.000109503000 	0.000031042900 	0.000140546000 
202.74937	0.000143288000 	0.000031102000 	0.000174390000 
202.75037	0.000157429000 	0.000031280900 	0.000188710000 
202.75136	0.000147737000 	0.000031316800 	0.000179054000 
202.75235	0.000122891000 	0.000031298500 	0.000154189000 
202.75334	0.000099158400 	0.000031427800 	0.000130586000 
202.75433	0.000075173700 	0.000031586200 	0.000106760000 
202.75532	0.000051812300 	0.000031683800 	0.000083496100 
202.75631	0.000043757400 	0.000031769900 	0.000075527300 
202.7573	0.000045572400 	0.000031969100 	0.000077541500 
202.75829	0.000078201300 	0.000032163900 	0.000110365000 
202.75929	0.000121554000 	0.000031806300 	0.000153361000 
202.76028	0.000150873000 	0.000030981500 	0.000181855000 
202.76127	0.000153685000 	0.000030088700 	0.000183773000 
202.76226	0.000130255000 	0.000029433100 	0.000159688000 
202.76325	0.000096740500 	0.000029042000 	0.000125782000 
202.76424	0.000083296500 	0.000028813800 	0.000112110000 
202.76523	0.000075320500 	0.000028716500 	0.000104037000 
202.76622	0.000060430400 	0.000028729700 	0.000089160100 
202.76721	0.000048618500 	0.000028808500 	0.000077427000 
202.76821	0.000059861300 	0.000029032600 	0.000088893900 
202.7692	0.000080669400 	0.000029316900 	0.000109986000 
202.77019	0.000093277400 	0.000029278700 	0.000122556000 
202.77118	0.000092675000 	0.000029148800 	0.000121824000 
202.77217	0.000087780800 	0.000029120500 	0.000116901000 
202.77316	0.000086645800 	0.000029098700 	0.000115744000 
202.77415	0.000078792500 	0.000029010200 	0.000107803000 
202.77514	0.000089569300 	0.000028980100 	0.000118549000 
202.77614	0.000115383000 	0.000028957200 	0.000144340000 
202.77713	0.000125329000 	0.000028959600 	0.000154289000 
202.77812	0.000119166000 	0.000028974500 	0.000148140000 
202.77911	0.000104443000 	0.000029091900 	0.000133535000 
202.7801	0.000087669200 	0.000029148800 	0.000116818000 
202.78109	0.000072267600 	0.000029240700 	0.000101508000 
202.78208	0.000092916300 	0.000029174000 	0.000122090000 
202.78308	0.000128238000 	0.000029086200 	0.000157324000 
202.78407	0.000152990000 	0.000029119400 	0.000182109000 
202.78506	0.000152223000 	0.000029297500 	0.000181521000 
202.78605	0.000127970000 	0.000029750800 	0.000157721000 
202.78704	0.000105443000 	0.000030501600 	0.000135944000 
202.78803	0.000096204600 	0.000031238300 	0.000127443000 
202.78902	0.000111165000 	0.000031721800 	0.000142886000 
202.79001	0.000137109000 	0.000032277200 	0.000169386000 
202.79101	0.000137160000 	0.000032708700 	0.000169869000 
202.792	0.000113214000 	0.000032696400 	0.000145910000 
202.79299	0.000084073200 	0.000032408700 	0.000116482000 
202.79398	0.000066188800 	0.000032419900 	0.000098608700 
202.79497	0.000066981600 	0.000033002000 	0.000099983600 
202.79596	0.000091634200 	0.000033417500 	0.000125052000 
202.79696	0.000105229000 	0.000033456100 	0.000138685000 
202.79795	0.000098312600 	0.000033448300 	0.000131761000 
202.79894	0.000081545000 	0.000033424800 	0.000114970000 
202.79993	0.000065318100 	0.000033160500 	0.000098478600 
202.80092	0.000067230800 	0.000032644700 	0.000099875500 
202.80191	0.000072027900 	0.000032230000 	0.000104258000 
202.8029	0.000067001000 	0.000032149100 	0.000099150100 
202.8039	0.000069704400 	0.000032185200 	0.000101890000 
202.80489	0.000075868900 	0.000032129700 	0.000107999000 
202.80588	0.000073583400 	0.000031848400 	0.000105432000 
202.80687	0.000061545500 	0.000031475800 	0.000093021300 
202.80786	0.000055920400 	0.000031163900 	0.000087084300 
202.80885	0.000076493700 	0.000031246000 	0.000107740000 
202.80985	0.000101858000 	0.000031375300 	0.000133234000 
202.81084	0.000121752000 	0.000031317400 	0.000153070000 
202.81183	0.000131077000 	0.000031347200 	0.000162424000 
202.81282	0.000127358000 	0.000031615300 	0.000158973000 
202.81381	0.000112703000 	0.000031839600 	0.000144543000 
202.8148	0.000095084700 	0.000031904200 	0.000126989000 
202.8158	0.000083985200 	0.000031860400 	0.000115846000 
202.81679	0.000074791900 	0.000031630000 	0.000106422000 
202.81778	0.000055845900 	0.000031266300 	0.000087112200 
202.81877	0.000038507500 	0.000031186500 	0.000069694000 
202.81976	0.000048726800 	0.000031396300 	0.000080123100 
202.82075	0.000065006300 	0.000031705700 	0.000096712000 
202.82175	0.000083408400 	0.000031941600 	0.000115350000 
202.82274	0.000099685500 	0.000032038900 	0.000131724000 
202.82373	0.000116379000 	0.000032017200 	0.000148396000 
202.82472	0.000128222000 	0.000032171000 	0.000160393000 
202.82571	0.000127136000 	0.000032656200 	0.000159792000 
202.8267	0.000110886000 	0.000033067000 	0.000143953000 
202.8277	0.000086059200 	0.000033176700 	0.000119236000 
202.82869	0.000068791400 	0.000033176400 	0.000101968000 
202.82968	0.000065339800 	0.000033189000 	0.000098528800 
202.83067	0.000071630900 	0.000033183800 	0.000104815000 
202.83166	0.000080901000 	0.000033119500 	0.000114020000 
202.83266	0.000085493900 	0.000033248000 	0.000118742000 
202.83365	0.000108270000 	0.000033306300 	0.000141576000 
202.83464	0.000128073000 	0.000033002700 	0.000161076000 
202.83563	0.000147652000 	0.000032624300 	0.000180276000 
202.83662	0.000162858000 	0.000032514200 	0.000195372000 
202.83761	0.000165686000 	0.000032520700 	0.000198207000 
202.83861	0.000160214000 	0.000032521800 	0.000192735000 
202.8396	0.000159391000 	0.000032518300 	0.000191909000 
202.84059	0.000152990000 	0.000032391600 	0.000185382000 
202.84158	0.000132000000 	0.000032254200 	0.000164254000 
202.84257	0.000100136000 	0.000032240100 	0.000132376000 
202.84357	0.000065859900 	0.000032251400 	0.000098111300 
202.84456	0.000035127800 	0.000032411400 	0.000067539200 
202.84555	0.000028925600 	0.000032984200 	0.000061909800 
202.84654	0.000041691000 	0.000034108900 	0.000075799900 
