Wavelength	Xsec_Nan
192.05765	0.000934865
192.05854	0.000990169
192.05943	0.00104
192.06032	0.00106
192.06121	0.00105
192.0621	0.00103
192.06299	0.00102
192.06388	0.00104
192.06477	0.00111
192.06566	0.00119
192.06655	0.00128
192.06743	0.00132
192.06832	0.0013
192.06921	0.00126
192.0701	0.00121
192.07099	0.00118
192.07188	0.00117
192.07277	0.00119
192.07366	0.0012
192.07455	0.0012
192.07544	0.00118
192.07633	0.00115
192.07722	0.00115
192.07811	0.00115
192.079	0.00116
192.07989	0.00115
192.08078	0.00115
192.08167	0.00116
192.08255	0.00116
192.08344	0.00115
192.08433	0.00113
192.08522	0.00112
192.08611	0.00112
192.087	0.00114
192.08789	0.00114
192.08878	0.00111
192.08967	0.00105
192.09056	0.000977115
192.09145	0.000925639
192.09234	0.000921277
192.09323	0.000970227
192.09412	0.00106
192.09501	0.00116
192.0959	0.00124
192.09679	0.00127
192.09768	0.00124
192.09857	0.00117
192.09946	0.00109
192.10035	0.00103
192.10124	0.00099143
192.10213	0.000981438
192.10302	0.00101
192.10391	0.00107
192.10479	0.00113
192.10568	0.00119
192.10657	0.00124
192.10746	0.00129
192.10835	0.00134
192.10924	0.00137
192.11013	0.00139
192.11102	0.00138
192.11191	0.00136
192.1128	0.00133
192.11369	0.00131
192.11458	0.00129
192.11547	0.00126
192.11636	0.00122
192.11725	0.00118
192.11814	0.00114
192.11903	0.00111
192.11992	0.00109
192.12081	0.00107
192.1217	0.00103
192.12259	0.000983457
192.12348	0.000925841
192.12437	0.000895942
192.12526	0.00091575
192.12615	0.000965751
192.12704	0.00101
192.12793	0.00101
192.12882	0.000981012
192.12971	0.000940164
192.1306	0.000902004
192.13149	0.000872114
192.13238	0.000858977
192.13327	0.000870609
192.13416	0.000901496
192.13505	0.000939734
192.13594	0.000981655
192.13683	0.00103
192.13772	0.00109
192.13861	0.00115
192.1395	0.0012
192.14039	0.00125
192.14128	0.00128
192.14217	0.00131
192.14306	0.00133
192.14395	0.00136
192.14484	0.00142
192.14573	0.00151
192.14662	0.00159
192.14751	0.00164
192.1484	0.00161
192.14929	0.00151
192.15018	0.00139
192.15107	0.00129
192.15196	0.00122
192.15285	0.00119
192.15374	0.00118
192.15463	0.00119
192.15552	0.0012
192.15641	0.00122
192.1573	0.00122
192.15819	0.00121
192.15908	0.0012
192.15997	0.00122
192.16086	0.00128
192.16175	0.00136
192.16264	0.00143
192.16353	0.00147
192.16442	0.00147
192.16531	0.00144
192.1662	0.00139
192.16709	0.00132
192.16798	0.00123
192.16888	0.00114
192.16977	0.00108
192.17066	0.00105
192.17155	0.00106
192.17244	0.0011
192.17333	0.00115
192.17422	0.00122
192.17511	0.0013
192.176	0.00135
192.17689	0.00135
192.17778	0.00131
192.17867	0.00123
192.17956	0.00117
192.18045	0.00114
192.18134	0.00116
192.18223	0.00123
192.18312	0.00132
192.18401	0.00139
192.1849	0.00143
192.18579	0.00141
192.18668	0.00133
192.18757	0.00121
192.18846	0.00107
192.18935	0.000952846
192.19024	0.000877184
192.19114	0.000866742
192.19203	0.000917279
192.19292	0.001
192.19381	0.00108
192.1947	0.00112
192.19559	0.0011
192.19648	0.00105
192.19737	0.000997891
192.19826	0.000975897
192.19915	0.000984973
192.20004	0.00101
192.20093	0.00105
192.20182	0.0011
192.20271	0.00116
192.2036	0.00123
192.20449	0.0013
192.20538	0.00136
192.20628	0.00139
192.20717	0.00141
192.20806	0.0014
192.20895	0.00139
192.20984	0.00136
192.21073	0.00133
192.21162	0.00128
192.21251	0.00121
192.2134	0.00111
192.21429	0.00101
192.21518	0.00095975
192.21607	0.00099637
192.21696	0.0011
192.21785	0.00122
192.21875	0.0013
192.21964	0.00129
192.22053	0.00121
192.22142	0.00108
192.22231	0.000935091
192.2232	0.000825549
192.22409	0.000772259
192.22498	0.000782052
192.22587	0.000840624
192.22676	0.000916788
192.22765	0.000987926
192.22854	0.00106
192.22943	0.00115
192.23033	0.00126
192.23122	0.00135
192.23211	0.0014
192.233	0.00137
192.23389	0.0013
192.23478	0.00123
192.23567	0.0012
192.23656	0.00118
192.23745	0.00115
192.23834	0.00111
192.23923	0.00106
192.24013	0.00103
192.24102	0.00104
192.24191	0.00108
192.2428	0.00114
192.24369	0.00118
192.24458	0.00119
192.24547	0.00116
192.24636	0.0011
192.24725	0.00104
192.24814	0.000998153
192.24904	0.000978262
192.24993	0.000983685
192.25082	0.00101
192.25171	0.00104
192.2526	0.00108
192.25349	0.00109
192.25438	0.00108
192.25527	0.00103
192.25616	0.000967016
192.25706	0.000902262
192.25795	0.000864447
192.25884	0.000861808
192.25973	0.000885183
192.26062	0.00092977
192.26151	0.000999985
192.2624	0.0011
192.26329	0.00123
192.26418	0.00136
192.26508	0.00146
192.26597	0.00151
192.26686	0.0015
192.26775	0.00143
192.26864	0.00134
192.26953	0.00127
192.27042	0.00125
192.27131	0.00126
192.27221	0.00129
192.2731	0.00129
192.27399	0.00125
192.27488	0.00117
192.27577	0.0011
192.27666	0.00107
192.27755	0.00107
192.27844	0.00111
192.27934	0.00115
192.28023	0.00116
192.28112	0.00114
192.28201	0.00111
192.2829	0.00111
192.28379	0.00117
192.28468	0.00126
192.28558	0.00134
192.28647	0.00139
192.28736	0.00139
192.28825	0.00135
192.28914	0.00129
192.29003	0.00122
192.29092	0.00117
192.29182	0.00112
192.29271	0.00108
192.2936	0.0011
192.29449	0.00118
192.29538	0.00131
192.29627	0.00142
192.29716	0.00146
192.29806	0.00141
192.29895	0.00131
192.29984	0.0012
192.30073	0.00113
192.30162	0.00109
192.30251	0.00111
192.3034	0.00115
192.3043	0.0012
192.30519	0.00125
192.30608	0.00127
192.30697	0.00127
192.30786	0.00127
192.30875	0.00126
192.30965	0.00125
192.31054	0.00124
192.31143	0.00123
192.31232	0.0012
192.31321	0.00118
192.3141	0.00116
192.315	0.00112
192.31589	0.00108
192.31678	0.00103
192.31767	0.00101
192.31856	0.00102
192.31945	0.00105
192.32035	0.00109
192.32124	0.00111
192.32213	0.00112
192.32302	0.00112
192.32391	0.0011
192.3248	0.00108
192.3257	0.00105
192.32659	0.00101
192.32748	0.000964339
192.32837	0.000917725
192.32926	0.000888562
192.33016	0.000893054
192.33105	0.000935836
192.33194	0.001
192.33283	0.00108
192.33372	0.00113
192.33461	0.00118
192.33551	0.00123
192.3364	0.00127
192.33729	0.00129
192.33818	0.00127
192.33907	0.00124
192.33997	0.0012
192.34086	0.00118
192.34175	0.00117
192.34264	0.00115
192.34353	0.00112
192.34442	0.00107
192.34532	0.00103
192.34621	0.00102
192.3471	0.00105
192.34799	0.00109
192.34888	0.00112
192.34978	0.00114
192.35067	0.00114
192.35156	0.00113
192.35245	0.00111
192.35334	0.00109
192.35424	0.0011
192.35513	0.00112
192.35602	0.00117
192.35691	0.00122
192.3578	0.00127
192.3587	0.00128
192.35959	0.00126
192.36048	0.00119
192.36137	0.00113
192.36227	0.0011
192.36316	0.00112
192.36405	0.00115
192.36494	0.00116
192.36583	0.00111
192.36673	0.00105
192.36762	0.00101
192.36851	0.000997908
192.3694	0.00101
192.37029	0.00102
192.37119	0.00104
192.37208	0.00106
192.37297	0.00109
192.37386	0.00112
192.37476	0.00117
192.37565	0.00122
192.37654	0.00124
192.37743	0.00123
192.37832	0.00121
192.37922	0.00122
192.38011	0.00126
192.381	0.0013
192.38189	0.00128
192.38279	0.00121
192.38368	0.00111
192.38457	0.00101
192.38546	0.000926099
192.38635	0.000858545
192.38725	0.000803192
192.38814	0.00078182
192.38903	0.000812429
192.38992	0.000890112
192.39082	0.000999638
192.39171	0.00112
192.3926	0.00122
192.39349	0.00128
192.39439	0.00128
192.39528	0.00125
192.39617	0.0012
192.39706	0.00116
192.39796	0.00113
192.39885	0.00111
192.39974	0.00111
192.40063	0.00111
192.40153	0.00111
192.40242	0.00113
192.40331	0.00116
192.4042	0.00118
192.4051	0.00116
192.40599	0.00113
192.40688	0.0011
192.40777	0.00109
192.40867	0.0011
192.40956	0.00113
192.41045	0.00117
192.41134	0.00122
192.41224	0.00125
192.41313	0.00125
192.41402	0.00122
192.41491	0.00116
192.41581	0.00111
192.4167	0.00106
192.41759	0.00104
192.41848	0.00105
192.41938	0.00109
192.42027	0.00116
192.42116	0.00124
192.42205	0.00129
192.42295	0.00132
192.42384	0.00131
192.42473	0.00127
192.42562	0.00124
192.42652	0.0012
192.42741	0.00118
192.4283	0.00115
192.4292	0.00111
192.43009	0.00108
192.43098	0.00106
192.43187	0.00108
192.43277	0.00112
192.43366	0.00118
192.43455	0.00123
192.43544	0.00124
192.43634	0.00121
192.43723	0.00118
192.43812	0.00115
192.43902	0.00114
192.43991	0.00116
192.4408	0.00122
192.44169	0.00129
192.44259	0.00138
192.44348	0.00146
192.44437	0.00151
192.44527	0.00148
192.44616	0.00139
192.44705	0.00127
192.44794	0.00118
192.44884	0.00113
192.44973	0.00113
192.45062	0.00116
192.45152	0.00118
192.45241	0.00118
192.4533	0.00115
192.45419	0.0011
192.45509	0.00103
192.45598	0.000972815
192.45687	0.000950897
192.45777	0.000968715
192.45866	0.00102
192.45955	0.00107
192.46045	0.00112
192.46134	0.00115
192.46223	0.00118
192.46312	0.00121
192.46402	0.00126
192.46491	0.0013
192.4658	0.00132
192.4667	0.00132
192.46759	0.00128
192.46848	0.00122
192.46938	0.00116
192.47027	0.00108
192.47116	0.000984312
192.47206	0.000873816
192.47295	0.000792158
192.47384	0.00078508
192.47473	0.000856284
192.47563	0.000972868
192.47652	0.00109
192.47741	0.00118
192.47831	0.00122
192.4792	0.00121
192.48009	0.00117
192.48099	0.00113
192.48188	0.00112
192.48277	0.00115
192.48367	0.00122
192.48456	0.0013
192.48545	0.00136
192.48635	0.00138
192.48724	0.00135
192.48813	0.00129
192.48903	0.00124
192.48992	0.00119
192.49081	0.00114
192.49171	0.00109
192.4926	0.00105
192.49349	0.00106
192.49439	0.00111
192.49528	0.00118
192.49617	0.00125
192.49707	0.00129
192.49796	0.00129
192.49885	0.00125
192.49975	0.00119
192.50064	0.00115
192.50153	0.00114
192.50243	0.00117
192.50332	0.00122
192.50421	0.00128
192.50511	0.00133
192.506	0.00135
192.50689	0.00133
192.50779	0.00128
192.50868	0.0012
192.50957	0.00112
192.51047	0.00105
192.51136	0.00101
192.51225	0.00099147
192.51315	0.000996452
192.51404	0.00101
192.51493	0.00101
192.51583	0.00101
192.51672	0.00102
192.51761	0.00105
192.51851	0.00107
192.5194	0.00109
192.5203	0.00109
192.52119	0.00109
192.52208	0.00108
192.52298	0.00108
192.52387	0.00109
192.52476	0.00112
192.52566	0.00117
192.52655	0.00122
192.52744	0.00126
192.52834	0.00125
192.52923	0.00121
192.53013	0.00116
192.53102	0.00115
192.53191	0.00117
192.53281	0.00122
192.5337	0.00126
192.53459	0.00127
192.53549	0.00125
192.53638	0.00125
192.53727	0.00126
192.53817	0.0013
192.53906	0.00133
192.53996	0.00134
192.54085	0.00128
192.54174	0.00118
192.54264	0.00107
192.54353	0.000985387
192.54442	0.000941482
192.54532	0.000948323
192.54621	0.001
192.54711	0.0011
192.548	0.00123
192.54889	0.00135
192.54979	0.00145
192.55068	0.0015
192.55158	0.00148
192.55247	0.00144
192.55336	0.00139
192.55426	0.00137
192.55515	0.00138
192.55604	0.00141
192.55694	0.00142
192.55783	0.00139
192.55873	0.00134
192.55962	0.00126
192.56051	0.00117
192.56141	0.00109
192.5623	0.00104
192.5632	0.00105
192.56409	0.00112
192.56498	0.00121
192.56588	0.0013
192.56677	0.00133
192.56767	0.0013
192.56856	0.00121
192.56945	0.00111
192.57035	0.00103
192.57124	0.000978803
192.57214	0.000962257
192.57303	0.000968951
192.57392	0.000994507
192.57482	0.00104
192.57571	0.00109
192.57661	0.00113
192.5775	0.00115
192.57839	0.00112
192.57929	0.00103
192.58018	0.000924172
192.58108	0.000824107
192.58197	0.000769839
192.58287	0.000766606
192.58376	0.000790334
192.58465	0.000820374
192.58555	0.000855977
192.58644	0.000900397
192.58734	0.00094759
192.58823	0.000989517
192.58912	0.00102
192.59002	0.00105
192.59091	0.00108
192.59181	0.00113
192.5927	0.0012
192.5936	0.00127
192.59449	0.00134
192.59538	0.00139
192.59628	0.00141
192.59717	0.00141
192.59807	0.00137
192.59896	0.00133
192.59986	0.00129
192.60075	0.00124
192.60164	0.00118
192.60254	0.00111
192.60343	0.00105
192.60433	0.00098726
192.60522	0.000942434
192.60612	0.000923848
192.60701	0.000932271
192.6079	0.000958096
192.6088	0.000986787
192.60969	0.00101
192.61059	0.00101
192.61148	0.00102
192.61238	0.00101
192.61327	0.00101
192.61417	0.00101
192.61506	0.00101
192.61595	0.00103
192.61685	0.00105
192.61774	0.00107
192.61864	0.00108
192.61953	0.00107
192.62043	0.00104
192.62132	0.00103
192.62222	0.00104
192.62311	0.0011
192.624	0.00119
192.6249	0.00129
192.62579	0.00138
192.62669	0.00143
192.62758	0.00145
192.62848	0.00143
192.62937	0.00139
192.63027	0.00134
192.63116	0.0013
192.63206	0.00127
192.63295	0.00125
192.63384	0.00122
192.63474	0.00119
192.63563	0.00117
192.63653	0.00117
192.63742	0.0012
192.63832	0.00123
192.63921	0.00124
192.64011	0.00123
192.641	0.0012
192.6419	0.00115
192.64279	0.00109
192.64369	0.00104
192.64458	0.000999269
192.64548	0.000990433
192.64637	0.000999709
192.64726	0.00101
192.64816	0.00104
192.64905	0.00108
192.64995	0.00112
192.65084	0.00116
192.65174	0.0012
192.65263	0.00124
192.65353	0.0013
192.65442	0.00136
192.65532	0.0014
192.65621	0.00141
192.65711	0.0014
192.658	0.00136
192.6589	0.00132
192.65979	0.00129
192.66069	0.00127
192.66158	0.00125
192.66248	0.00122
192.66337	0.00116
192.66427	0.00109
192.66516	0.00103
192.66606	0.000999782
192.66695	0.00102
192.66785	0.00109
192.66874	0.00119
192.66964	0.00129
192.67053	0.00136
192.67143	0.0014
192.67232	0.00139
192.67322	0.00136
192.67411	0.00133
192.67501	0.00131
192.6759	0.00129
192.6768	0.00128
192.67769	0.00126
192.67859	0.00122
192.67948	0.00116
192.68038	0.0011
192.68127	0.00107
192.68217	0.00109
192.68306	0.00115
192.68396	0.00124
192.68485	0.00131
192.68575	0.00133
192.68664	0.00131
192.68754	0.00127
192.68843	0.00122
192.68933	0.00118
192.69022	0.00114
192.69112	0.00109
192.69201	0.00106
192.69291	0.00104
192.6938	0.00106
192.6947	0.0011
192.69559	0.00116
192.69649	0.00121
192.69738	0.00124
192.69828	0.00123
192.69917	0.00117
192.70007	0.00111
192.70096	0.00106
192.70186	0.00105
192.70275	0.00108
192.70365	0.00113
192.70455	0.00119
192.70544	0.00121
192.70634	0.00119
192.70723	0.00115
192.70813	0.00113
192.70902	0.00116
192.70992	0.00123
192.71081	0.00131
192.71171	0.00136
192.7126	0.00138
192.7135	0.00137
192.71439	0.00136
192.71529	0.00136
192.71618	0.00137
192.71708	0.00137
192.71798	0.00131
192.71887	0.00122
192.71977	0.00109
192.72066	0.000976299
192.72156	0.000895815
192.72245	0.000868116
192.72335	0.000902925
192.72424	0.000994977
192.72514	0.00112
192.72603	0.00126
192.72693	0.00138
192.72782	0.00145
192.72872	0.00146
192.72962	0.0014
192.73051	0.0013
192.73141	0.0012
192.7323	0.00113
192.7332	0.00109
192.73409	0.00109
192.73499	0.00111
192.73588	0.00114
192.73678	0.00116
192.73768	0.00117
192.73857	0.00117
192.73947	0.00116
192.74036	0.00115
192.74126	0.00114
192.74215	0.00113
192.74305	0.00111
192.74395	0.00109
192.74484	0.0011
192.74574	0.00116
192.74663	0.00125
192.74753	0.00134
192.74842	0.00139
192.74932	0.00136
192.75021	0.00126
192.75111	0.00114
192.75201	0.00105
192.7529	0.00101
192.7538	0.00103
192.75469	0.00111
192.75559	0.00119
192.75648	0.00125
192.75738	0.0013
192.75828	0.00133
192.75917	0.00138
192.76007	0.00144
192.76096	0.0015
192.76186	0.00154
192.76276	0.00157
192.76365	0.00159
192.76455	0.0016
192.76544	0.00158
192.76634	0.00153
192.76723	0.00145
192.76813	0.00137
192.76903	0.0013
192.76992	0.00129
192.77082	0.00132
192.77171	0.00137
192.77261	0.00141
192.77351	0.00142
192.7744	0.00142
192.7753	0.00142
192.77619	0.00143
192.77709	0.00145
192.77799	0.00144
192.77888	0.00142
192.77978	0.00139
192.78067	0.00133
192.78157	0.00128
192.78247	0.00123
192.78336	0.0012
192.78426	0.00119
192.78515	0.0012
192.78605	0.00123
192.78695	0.00129
192.78784	0.00136
192.78874	0.00142
192.78963	0.00146
192.79053	0.00147
192.79143	0.00145
192.79232	0.00142
192.79322	0.00139
192.79411	0.00137
192.79501	0.00138
192.79591	0.00139
192.7968	0.00141
192.7977	0.00141
192.79859	0.00138
192.79949	0.00134
192.80039	0.0013
192.80128	0.00129
192.80218	0.00129
192.80308	0.00131
192.80397	0.00133
192.80487	0.00134
192.80576	0.00136
192.80666	0.00138
192.80756	0.0014
192.80845	0.00139
192.80935	0.00134
192.81025	0.00127
192.81114	0.00119
192.81204	0.00111
192.81293	0.00106
192.81383	0.00105
192.81473	0.00108
192.81562	0.00113
192.81652	0.00118
192.81742	0.00122
192.81831	0.00123
192.81921	0.00123
192.8201	0.00123
192.821	0.00124
192.8219	0.00127
192.82279	0.0013
192.82369	0.0013
192.82459	0.00129
192.82548	0.00127
192.82638	0.00127
192.82728	0.00128
192.82817	0.0013
192.82907	0.00133
192.82996	0.00134
192.83086	0.00134
192.83176	0.00134
192.83265	0.00135
192.83355	0.00138
192.83445	0.00138
192.83534	0.00136
192.83624	0.00132
192.83714	0.00129
192.83803	0.00128
192.83893	0.00129
192.83983	0.00131
192.84072	0.00133
192.84162	0.00135
192.84252	0.00136
192.84341	0.00135
192.84431	0.00134
192.84521	0.00131
192.8461	0.00129
192.847	0.00127
192.8479	0.00126
192.84879	0.00126
192.84969	0.00126
192.85058	0.00129
192.85148	0.00131
192.85238	0.00131
192.85327	0.00129
192.85417	0.00125
192.85507	0.00124
192.85596	0.00126
192.85686	0.0013
192.85776	0.00133
192.85865	0.00135
192.85955	0.00136
192.86045	0.00135
192.86135	0.00136
192.86224	0.00137
192.86314	0.00138
192.86404	0.00138
192.86493	0.00139
192.86583	0.00139
192.86673	0.00139
192.86762	0.00139
192.86852	0.00139
192.86942	0.00141
192.87031	0.00143
192.87121	0.00147
192.87211	0.00151
192.873	0.00155
192.8739	0.00155
192.8748	0.0015
192.87569	0.00143
192.87659	0.00137
192.87749	0.00136
192.87838	0.0014
192.87928	0.00146
192.88018	0.0015
192.88108	0.00148
192.88197	0.0014
192.88287	0.00128
192.88377	0.00118
192.88466	0.00112
192.88556	0.00111
192.88646	0.00112
192.88735	0.00114
192.88825	0.00116
192.88915	0.00119
192.89004	0.00128
192.89094	0.00141
192.89184	0.00155
192.89274	0.00165
192.89363	0.00168
192.89453	0.00163
192.89543	0.00153
192.89632	0.00141
192.89722	0.00131
192.89812	0.00124
192.89902	0.00119
192.89991	0.00116
192.90081	0.00115
192.90171	0.00116
192.9026	0.00117
192.9035	0.00117
192.9044	0.00117
192.90529	0.00117
192.90619	0.00116
192.90709	0.00112
192.90799	0.00106
192.90888	0.000981744
192.90978	0.00092306
192.91068	0.000918908
192.91158	0.000981911
192.91247	0.00109
192.91337	0.0012
192.91427	0.00127
192.91516	0.00129
192.91606	0.00128
192.91696	0.00126
192.91786	0.00123
192.91875	0.00121
192.91965	0.0012
192.92055	0.00123
192.92144	0.00129
192.92234	0.00138
192.92324	0.00145
192.92414	0.00147
192.92503	0.00144
192.92593	0.00137
192.92683	0.00128
192.92773	0.0012
192.92862	0.00116
192.92952	0.00118
192.93042	0.00123
192.93132	0.00128
192.93221	0.00131
192.93311	0.00129
192.93401	0.00123
192.9349	0.00115
192.9358	0.00107
192.9367	0.000999034
192.9376	0.000950173
192.93849	0.000930785
192.93939	0.000949271
192.94029	0.001
192.94119	0.00108
192.94208	0.00115
192.94298	0.00121
192.94388	0.00123
192.94478	0.00124
192.94567	0.00124
192.94657	0.00126
192.94747	0.00129
192.94837	0.0013
192.94926	0.0013
192.95016	0.00128
192.95106	0.00128
192.95196	0.00128
192.95285	0.00128
192.95375	0.00126
192.95465	0.00124
192.95555	0.00121
192.95645	0.00122
192.95734	0.00125
192.95824	0.0013
192.95914	0.00135
192.96004	0.00135
192.96093	0.0013
192.96183	0.00122
192.96273	0.00111
192.96363	0.000989211
192.96452	0.000892629
192.96542	0.000851654
192.96632	0.000885776
192.96722	0.000982493
192.96811	0.0011
192.96901	0.00121
192.96991	0.00128
192.97081	0.00131
192.97171	0.00133
192.9726	0.00134
192.9735	0.00136
192.9744	0.00139
192.9753	0.00141
192.97619	0.00142
192.97709	0.0014
192.97799	0.00136
192.97889	0.00133
192.97979	0.00132
192.98068	0.00134
192.98158	0.00139
192.98248	0.00142
192.98338	0.00144
192.98428	0.00141
192.98517	0.00135
192.98607	0.00127
192.98697	0.0012
192.98787	0.00116
192.98876	0.00114
192.98966	0.00115
192.99056	0.00117
192.99146	0.00121
192.99236	0.00126
192.99325	0.00134
192.99415	0.00143
192.99505	0.00153
192.99595	0.00162
192.99685	0.00166
192.99774	0.00164
192.99864	0.00155
192.99954	0.00143
193.00044	0.00134
193.00134	0.00128
193.00223	0.00125
193.00313	0.00123
193.00403	0.00118
193.00493	0.0011
193.00583	0.00101
193.00672	0.000976797
193.00762	0.00103
193.00852	0.00115
193.00942	0.0013
193.01032	0.00142
193.01122	0.00147
193.01211	0.00144
193.01301	0.00135
193.01391	0.00124
193.01481	0.00113
193.01571	0.00106
193.0166	0.00103
193.0175	0.00103
193.0184	0.00106
193.0193	0.00111
193.0202	0.00115
193.0211	0.00118
193.02199	0.0012
193.02289	0.00123
193.02379	0.00125
193.02469	0.00126
193.02559	0.00126
193.02648	0.00125
193.02738	0.00124
193.02828	0.00123
193.02918	0.00122
193.03008	0.00121
193.03098	0.00121
193.03187	0.00124
193.03277	0.00128
193.03367	0.00134
193.03457	0.00139
193.03547	0.0014
193.03637	0.00136
193.03726	0.00129
193.03816	0.00122
193.03906	0.00119
193.03996	0.00119
193.04086	0.0012
193.04176	0.0012
193.04265	0.00118
193.04355	0.00113
193.04445	0.00109
193.04535	0.00107
193.04625	0.00108
193.04715	0.00111
193.04805	0.00114
193.04894	0.00118
193.04984	0.00121
193.05074	0.00123
193.05164	0.00126
193.05254	0.00129
193.05344	0.00134
193.05433	0.00139
193.05523	0.00143
193.05613	0.00143
193.05703	0.00139
193.05793	0.00131
193.05883	0.00123
193.05973	0.00118
193.06062	0.00119
193.06152	0.00125
193.06242	0.00134
193.06332	0.0014
193.06422	0.00143
193.06512	0.00143
193.06602	0.00141
193.06691	0.00138
193.06781	0.00134
193.06871	0.00131
193.06961	0.00129
193.07051	0.0013
193.07141	0.00131
193.07231	0.00131
193.07321	0.00129
193.0741	0.00124
193.075	0.00119
193.0759	0.00115
193.0768	0.00112
193.0777	0.00112
193.0786	0.00116
193.0795	0.00123
193.0804	0.0013
193.08129	0.00136
193.08219	0.00138
193.08309	0.00139
193.08399	0.00139
193.08489	0.00139
193.08579	0.00139
193.08669	0.00138
193.08759	0.00137
193.08848	0.00137
193.08938	0.00139
193.09028	0.00142
193.09118	0.00143
193.09208	0.00142
193.09298	0.00138
193.09388	0.00134
193.09478	0.00132
193.09568	0.00133
193.09657	0.00136
193.09747	0.00137
193.09837	0.00137
193.09927	0.00133
193.10017	0.00127
193.10107	0.00121
193.10197	0.00114
193.10287	0.0011
193.10377	0.00108
193.10467	0.00109
193.10556	0.00113
193.10646	0.0012
193.10736	0.00129
193.10826	0.00138
193.10916	0.00147
193.11006	0.00153
193.11096	0.00154
193.11186	0.0015
193.11276	0.00142
193.11366	0.00133
193.11455	0.00125
193.11545	0.0012
193.11635	0.00117
193.11725	0.00115
193.11815	0.00115
193.11905	0.00116
193.11995	0.0012
193.12085	0.00124
193.12175	0.00129
193.12265	0.00133
193.12355	0.00137
193.12445	0.00142
193.12534	0.00145
193.12624	0.00148
193.12714	0.0015
193.12804	0.00153
193.12894	0.00158
193.12984	0.00161
193.13074	0.0016
193.13164	0.00153
193.13254	0.00141
193.13344	0.00127
193.13434	0.00116
193.13524	0.00111
193.13614	0.00112
193.13703	0.00118
193.13793	0.00128
193.13883	0.00137
193.13973	0.00143
193.14063	0.00145
193.14153	0.00142
193.14243	0.00134
193.14333	0.00125
193.14423	0.00119
193.14513	0.0012
193.14603	0.00127
193.14693	0.00136
193.14783	0.00143
193.14873	0.00145
193.14963	0.00141
193.15052	0.00136
193.15142	0.0013
193.15232	0.00127
193.15322	0.00126
193.15412	0.00126
193.15502	0.00125
193.15592	0.00125
193.15682	0.00128
193.15772	0.00132
193.15862	0.00137
193.15952	0.00139
193.16042	0.00138
193.16132	0.00135
193.16222	0.0013
193.16312	0.00126
193.16402	0.00122
193.16492	0.0012
193.16582	0.00118
193.16672	0.00118
193.16762	0.0012
193.16851	0.00123
193.16941	0.00125
193.17031	0.00127
193.17121	0.00127
193.17211	0.00124
193.17301	0.00121
193.17391	0.00117
193.17481	0.00117
193.17571	0.00121
193.17661	0.00129
193.17751	0.00139
193.17841	0.00149
193.17931	0.00156
193.18021	0.00159
193.18111	0.00158
193.18201	0.00156
193.18291	0.00154
193.18381	0.00153
193.18471	0.00153
193.18561	0.00154
193.18651	0.00154
193.18741	0.00152
193.18831	0.00149
193.18921	0.00146
193.19011	0.00141
193.19101	0.00135
193.19191	0.00129
193.19281	0.00123
193.19371	0.00118
193.19461	0.00118
193.19551	0.00121
193.19641	0.00126
193.19731	0.00132
193.19821	0.00134
193.19911	0.00131
193.20001	0.00126
193.20091	0.00119
193.20181	0.00116
193.20271	0.00116
193.20361	0.00119
193.20451	0.00123
193.20541	0.00126
193.20631	0.00129
193.2072	0.00134
193.2081	0.00138
193.209	0.0014
193.2099	0.00137
193.2108	0.0013
193.2117	0.00121
193.2126	0.00114
193.2135	0.00112
193.2144	0.00114
193.2153	0.00117
193.2162	0.00119
193.2171	0.00118
193.218	0.00115
193.21891	0.00111
193.21981	0.00109
193.22071	0.00107
193.22161	0.00106
193.22251	0.00106
193.22341	0.00108
193.22431	0.00111
193.22521	0.00115
193.22611	0.00119
193.22701	0.00122
193.22791	0.00123
193.22881	0.00122
193.22971	0.00119
193.23061	0.00116
193.23151	0.00112
193.23241	0.00109
193.23331	0.00106
193.23421	0.00103
193.23511	0.00099957
193.23601	0.000974258
193.23691	0.000947873
193.23781	0.000926381
193.23871	0.00092395
193.23961	0.000956986
193.24051	0.00103
193.24141	0.00114
193.24231	0.00124
193.24321	0.00131
193.24411	0.00135
193.24501	0.00135
193.24591	0.00133
193.24681	0.0013
193.24771	0.00127
193.24861	0.00123
193.24951	0.00122
193.25041	0.00124
193.25131	0.0013
193.25221	0.00138
193.25311	0.00145
193.25401	0.00149
193.25491	0.00147
193.25581	0.00141
193.25671	0.00133
193.25762	0.00125
193.25852	0.0012
193.25942	0.00121
193.26032	0.00124
193.26122	0.00128
193.26212	0.00129
193.26302	0.00128
193.26392	0.00127
193.26482	0.00129
193.26572	0.00134
193.26662	0.00141
193.26752	0.00146
193.26842	0.00148
193.26932	0.00146
193.27022	0.00141
193.27112	0.00136
193.27202	0.00133
193.27292	0.00134
193.27382	0.00137
193.27472	0.00143
193.27563	0.00151
193.27653	0.00156
193.27743	0.00158
193.27833	0.00155
193.27923	0.00148
193.28013	0.0014
193.28103	0.00132
193.28193	0.00127
193.28283	0.00124
193.28373	0.00122
193.28463	0.00119
193.28553	0.00118
193.28643	0.00117
193.28733	0.00119
193.28823	0.00122
193.28914	0.00126
193.29004	0.00133
193.29094	0.00142
193.29184	0.00151
193.29274	0.00156
193.29364	0.00156
193.29454	0.00152
193.29544	0.00146
193.29634	0.00142
193.29724	0.00143
193.29814	0.00147
193.29904	0.00151
