Wavelength	Xsec_Nan
190.50169	0.000996656
190.50256	0.00098274
190.50344	0.000930941
190.50431	0.000869506
190.50519	0.000827837
190.50606	0.000814919
190.50694	0.000818246
190.50781	0.000825586
190.50869	0.000830528
190.50956	0.000826551
190.51044	0.000812989
190.51131	0.000803317
190.51219	0.000816183
190.51306	0.000859023
190.51394	0.000923356
190.51481	0.000985976
190.51569	0.00102
190.51656	0.000996089
190.51744	0.000928035
190.51831	0.000834063
190.51919	0.00074442
190.52006	0.000694381
190.52094	0.000700396
190.52181	0.000737649
190.52269	0.000771314
190.52356	0.000787623
190.52444	0.000789941
190.52531	0.000788268
190.52619	0.000794216
190.52706	0.000810815
190.52794	0.000824461
190.52881	0.000817954
190.52969	0.000792644
190.53056	0.000771179
190.53144	0.000777801
190.53231	0.00081822
190.53319	0.000876311
190.53406	0.000928468
190.53494	0.000960581
190.53581	0.000974789
190.53669	0.000985243
190.53757	0.00101
190.53844	0.00103
190.53932	0.00105
190.54019	0.00104
190.54107	0.00101
190.54194	0.000954366
190.54282	0.00089972
190.54369	0.000865079
190.54457	0.000858405
190.54544	0.000871661
190.54632	0.000887667
190.54719	0.000891967
190.54807	0.000884347
190.54894	0.000878552
190.54982	0.000887776
190.55069	0.00091053
190.55157	0.000930724
190.55245	0.00093131
190.55332	0.000909913
190.5542	0.000883526
190.55507	0.000878913
190.55595	0.000910824
190.55682	0.000966352
190.5577	0.00102
190.55857	0.00105
190.55945	0.00107
190.56032	0.00109
190.5612	0.0011
190.56208	0.00111
190.56295	0.0011
190.56383	0.00105
190.5647	0.000968179
190.56558	0.000879377
190.56645	0.000819421
190.56733	0.000815925
190.5682	0.00087114
190.56908	0.000959571
190.56995	0.00105
190.57083	0.0011
190.57171	0.00112
190.57258	0.0011
190.57346	0.00109
190.57433	0.0011
190.57521	0.00113
190.57608	0.00115
190.57696	0.00114
190.57784	0.00111
190.57871	0.00106
190.57959	0.000996938
190.58046	0.000931227
190.58134	0.000854828
190.58221	0.000783081
190.58309	0.000739259
190.58396	0.000719525
190.58484	0.000702039
190.58572	0.000674984
190.58659	0.000642361
190.58747	0.000621999
190.58834	0.000632894
190.58922	0.000678342
190.59009	0.000746852
190.59097	0.000821582
190.59185	0.00089098
190.59272	0.000951798
190.5936	0.001
190.59447	0.00104
190.59535	0.00106
190.59622	0.00106
190.5971	0.00105
190.59798	0.00104
190.59885	0.00103
190.59973	0.00101
190.6006	0.000984529
190.60148	0.000977681
190.60236	0.000995792
190.60323	0.00103
190.60411	0.00105
190.60498	0.00104
190.60586	0.000996956
190.60673	0.000948979
190.60761	0.000915979
190.60849	0.000909587
190.60936	0.000926921
190.61024	0.000955368
190.61111	0.000979524
190.61199	0.000988241
190.61287	0.000977286
190.61374	0.000951076
190.61462	0.000924381
190.61549	0.000904166
190.61637	0.000875559
190.61725	0.000831437
190.61812	0.000783139
190.619	0.000745065
190.61987	0.000725159
190.62075	0.000724828
190.62163	0.000743509
190.6225	0.000783335
190.62338	0.000842812
190.62425	0.000905305
190.62513	0.000945384
190.62601	0.000945836
190.62688	0.000908575
190.62776	0.000855862
190.62863	0.000818809
190.62951	0.000815578
190.63039	0.000842043
190.63126	0.000887813
190.63214	0.000950448
190.63302	0.00102
190.63389	0.00108
190.63477	0.00107
190.63564	0.00101
190.63652	0.000918927
190.6374	0.000851103
190.63827	0.000842403
190.63915	0.000897634
190.64002	0.00099084
190.6409	0.00109
190.64178	0.00115
190.64265	0.00118
190.64353	0.00117
190.64441	0.00115
190.64528	0.00114
190.64616	0.00113
190.64703	0.00113
190.64791	0.00111
190.64879	0.00107
190.64966	0.00104
190.65054	0.000999398
190.65142	0.000957817
190.65229	0.000913537
190.65317	0.000877272
190.65404	0.000864942
190.65492	0.000887514
190.6558	0.000939257
190.65667	0.001
190.65755	0.00105
190.65843	0.00108
190.6593	0.00107
190.66018	0.00103
190.66106	0.000962865
190.66193	0.000898598
190.66281	0.000865826
190.66368	0.000881974
190.66456	0.000945119
190.66544	0.00104
190.66631	0.00113
190.66719	0.00122
190.66807	0.00128
190.66894	0.0013
190.66982	0.00129
190.6707	0.00124
190.67157	0.00115
190.67245	0.00105
190.67333	0.000969629
190.6742	0.000910353
190.67508	0.000877543
190.67595	0.000867326
190.67683	0.000876421
190.67771	0.00090524
190.67858	0.000956037
190.67946	0.00103
190.68034	0.00111
190.68121	0.00119
190.68209	0.00126
190.68297	0.0013
190.68384	0.00132
190.68472	0.0013
190.6856	0.00124
190.68647	0.00114
190.68735	0.00103
190.68823	0.000945513
190.6891	0.000907656
190.68998	0.000905122
190.69086	0.000930784
190.69173	0.000991173
190.69261	0.00108
190.69349	0.00118
190.69436	0.00125
190.69524	0.00127
190.69612	0.00124
190.69699	0.00118
190.69787	0.00111
190.69875	0.00106
190.69962	0.00103
190.7005	0.00104
190.70138	0.00107
190.70225	0.00112
190.70313	0.00116
190.70401	0.00119
190.70488	0.00118
190.70576	0.00115
190.70664	0.0011
190.70751	0.00103
190.70839	0.000966761
190.70927	0.000912617
190.71015	0.000883163
190.71102	0.000886506
190.7119	0.000921165
190.71278	0.000976246
190.71365	0.00104
190.71453	0.00109
190.71541	0.00113
190.71628	0.00114
190.71716	0.00114
190.71804	0.00112
190.71891	0.0011
190.71979	0.00107
190.72067	0.00103
190.72155	0.000966866
190.72242	0.000881595
190.7233	0.000793294
190.72418	0.000729273
190.72505	0.000713805
190.72593	0.000750667
190.72681	0.000816583
190.72768	0.000875236
190.72856	0.000899715
190.72944	0.000886396
190.73031	0.000852644
190.73119	0.00081959
190.73207	0.000796843
190.73295	0.000786521
190.73382	0.000796846
190.7347	0.000845873
190.73558	0.000936258
190.73645	0.00104
190.73733	0.00114
190.73821	0.00118
190.73909	0.00118
190.73996	0.00112
190.74084	0.00104
190.74172	0.000951571
190.74259	0.000864701
190.74347	0.000793615
190.74435	0.000756181
190.74523	0.000764422
190.7461	0.000805348
190.74698	0.000852234
190.74786	0.000881446
190.74873	0.000877843
190.74961	0.000839185
190.75049	0.000781814
190.75137	0.000732006
190.75224	0.000699563
190.75312	0.000678327
190.754	0.000669799
190.75487	0.000679017
190.75575	0.000700534
190.75663	0.000724791
190.75751	0.000750498
190.75838	0.000784912
190.75926	0.000830262
190.76014	0.000874881
190.76102	0.000903079
190.76189	0.000907778
190.76277	0.000896484
190.76365	0.000889229
190.76452	0.000906268
190.7654	0.000951899
190.76628	0.00101
190.76716	0.00103
190.76803	0.00101
190.76891	0.000950075
190.76979	0.000866454
190.77067	0.000790475
190.77154	0.000737668
190.77242	0.000716236
190.7733	0.000728735
190.77418	0.00076945
190.77505	0.000824818
190.77593	0.000878938
190.77681	0.000919136
190.77769	0.000938024
190.77856	0.000936467
190.77944	0.000924894
190.78032	0.000917854
190.7812	0.000923651
190.78207	0.000937944
190.78295	0.000951817
190.78383	0.000967166
190.78471	0.000996616
190.78558	0.00105
190.78646	0.00111
190.78734	0.00117
190.78822	0.00121
190.78909	0.00122
190.78997	0.0012
190.79085	0.00115
190.79173	0.00108
190.7926	0.00102
190.79348	0.000969339
190.79436	0.000937878
190.79524	0.000923849
190.79611	0.000913844
190.79699	0.000896735
190.79787	0.0008822
190.79875	0.000897054
190.79962	0.000958972
190.8005	0.00105
190.80138	0.00115
190.80226	0.00121
190.80314	0.00123
190.80401	0.00122
190.80489	0.0012
190.80577	0.00117
190.80665	0.00114
190.80752	0.00112
190.8084	0.00111
190.80928	0.00109
190.81016	0.00105
190.81103	0.000992724
190.81191	0.000942788
190.81279	0.000913915
190.81367	0.000905571
190.81455	0.000909519
190.81542	0.000921877
190.8163	0.000944905
190.81718	0.00097636
190.81806	0.001
190.81894	0.00102
190.81981	0.001
190.82069	0.000966992
190.82157	0.000910357
190.82245	0.000845439
190.82332	0.000790481
190.8242	0.000769236
190.82508	0.000798332
190.82596	0.000877236
190.82684	0.000994394
190.82771	0.00112
190.82859	0.00123
190.82947	0.00129
190.83035	0.00128
190.83123	0.00124
190.8321	0.00118
190.83298	0.00114
190.83386	0.00112
190.83474	0.00111
190.83562	0.0011
190.83649	0.00109
190.83737	0.00106
190.83825	0.00102
190.83913	0.000987273
190.84001	0.000968725
190.84088	0.000974544
190.84176	0.000985861
190.84264	0.000975936
190.84352	0.000935131
190.8444	0.000876707
190.84527	0.000828642
190.84615	0.000822882
190.84703	0.000872663
190.84791	0.000957794
190.84879	0.00104
190.84966	0.0011
190.85054	0.00113
190.85142	0.00113
190.8523	0.00112
190.85318	0.00111
190.85406	0.0011
190.85493	0.0011
190.85581	0.0011
190.85669	0.00108
190.85757	0.00104
190.85845	0.000977174
190.85932	0.000880119
190.8602	0.000767419
190.86108	0.000669574
190.86196	0.000622891
190.86284	0.000646351
190.86372	0.000728764
190.86459	0.000837813
190.86547	0.000935081
190.86635	0.000989958
190.86723	0.000990809
190.86811	0.000948812
190.86899	0.000893156
190.86986	0.000860847
190.87074	0.000878693
190.87162	0.00094032
190.8725	0.00101
190.87338	0.00107
190.87425	0.00109
190.87513	0.00107
190.87601	0.00101
190.87689	0.000924741
190.87777	0.000855458
190.87865	0.000826764
190.87953	0.00084536
190.8804	0.00090047
190.88128	0.000979292
190.88216	0.00106
190.88304	0.00112
190.88392	0.00113
190.8848	0.00111
190.88567	0.00107
190.88655	0.00102
190.88743	0.000968429
190.88831	0.000906569
190.88919	0.000844283
190.89007	0.000799514
190.89094	0.000786096
190.89182	0.000810768
190.8927	0.000872323
190.89358	0.000952147
190.89446	0.00102
190.89534	0.00105
190.89622	0.00103
190.89709	0.000987688
190.89797	0.000945913
190.89885	0.000927295
190.89973	0.000940845
190.90061	0.000978153
190.90149	0.00102
190.90237	0.00104
190.90324	0.00103
190.90412	0.000980253
190.905	0.000911027
190.90588	0.000853928
190.90676	0.000838765
190.90764	0.000867957
190.90852	0.000920847
190.9094	0.000964386
190.91027	0.000969961
190.91115	0.000936017
190.91203	0.000886716
190.91291	0.000850592
190.91379	0.000841069
190.91467	0.00085059
190.91555	0.000874451
190.91642	0.000919806
190.9173	0.000980065
190.91818	0.00103
190.91906	0.00105
190.91994	0.00103
190.92082	0.000985513
190.9217	0.000950726
190.92258	0.00093422
190.92346	0.000929314
190.92433	0.000925563
190.92521	0.000921522
190.92609	0.000925287
190.92697	0.000947482
190.92785	0.000994431
190.92873	0.00106
190.92961	0.00113
190.93049	0.00119
190.93136	0.00121
190.93224	0.00122
190.93312	0.00121
190.934	0.00121
190.93488	0.00122
190.93576	0.00121
190.93664	0.0012
190.93752	0.00118
190.9384	0.00116
190.93927	0.00116
190.94015	0.00116
190.94103	0.00115
190.94191	0.00109
190.94279	0.000982973
190.94367	0.00084666
190.94455	0.000723043
190.94543	0.000650749
190.94631	0.000640135
190.94719	0.000671699
190.94806	0.000725757
190.94894	0.000800821
190.94982	0.000896606
190.9507	0.000993743
190.95158	0.00106
190.95246	0.00108
190.95334	0.00106
190.95422	0.00101
190.9551	0.000959855
190.95598	0.000924275
190.95686	0.000906315
190.95773	0.00090163
190.95861	0.00090615
190.95949	0.000919547
190.96037	0.000942603
190.96125	0.000971586
190.96213	0.000995522
190.96301	0.001
190.96389	0.00097866
190.96477	0.000936215
190.96565	0.000892639
190.96653	0.000867051
190.96741	0.000863717
190.96828	0.000871481
190.96916	0.000875086
190.97004	0.000867907
190.97092	0.000857646
190.9718	0.000860214
190.97268	0.000886003
190.97356	0.000932052
190.97444	0.00098824
190.97532	0.00105
190.9762	0.00109
190.97708	0.00113
190.97796	0.00116
190.97884	0.00118
190.97971	0.00121
190.98059	0.00123
190.98147	0.00125
190.98235	0.00127
190.98323	0.00128
190.98411	0.00127
190.98499	0.00123
190.98587	0.00116
190.98675	0.00109
190.98763	0.00105
190.98851	0.00104
190.98939	0.00106
190.99027	0.00109
190.99115	0.0011
190.99203	0.00109
190.99291	0.00109
190.99378	0.0011
190.99466	0.00111
190.99554	0.0011
190.99642	0.00105
190.9973	0.000981454
190.99818	0.000922265
190.99906	0.00089982
190.99994	0.000921266
191.00082	0.000968622
191.0017	0.00101
191.00258	0.00104
191.00346	0.00105
191.00434	0.00105
191.00522	0.00105
191.0061	0.00105
191.00698	0.00104
191.00786	0.00102
191.00874	0.00102
191.00962	0.00102
191.0105	0.00102
191.01138	0.00104
191.01225	0.00107
191.01313	0.00113
191.01401	0.00119
191.01489	0.00123
191.01577	0.00123
191.01665	0.0012
191.01753	0.00115
191.01841	0.0011
191.01929	0.00109
191.02017	0.00112
191.02105	0.00117
191.02193	0.00119
191.02281	0.00118
191.02369	0.00114
191.02457	0.0011
191.02545	0.00107
191.02633	0.00107
191.02721	0.00112
191.02809	0.00118
191.02897	0.00123
191.02985	0.00123
191.03073	0.00119
191.03161	0.00115
191.03249	0.00113
191.03337	0.00112
191.03425	0.0011
191.03513	0.00107
191.03601	0.00101
191.03689	0.000944183
191.03777	0.00089003
191.03865	0.000856568
191.03953	0.000840546
191.04041	0.000830893
191.04129	0.000819855
191.04217	0.000812588
191.04305	0.000825853
191.04393	0.000872003
191.04481	0.000941708
191.04569	0.00101
191.04657	0.00105
191.04745	0.00106
191.04833	0.00106
191.04921	0.00105
191.05009	0.00104
191.05097	0.00101
191.05185	0.000969895
191.05273	0.00091591
191.05361	0.000865577
191.05449	0.000837974
191.05537	0.000846151
191.05625	0.000887785
191.05713	0.000947949
191.05801	0.00101
191.05889	0.00105
191.05977	0.00106
191.06065	0.00105
191.06153	0.00104
191.06241	0.00104
191.06329	0.00106
191.06417	0.0011
191.06505	0.00113
191.06593	0.00113
191.06681	0.0011
191.06769	0.00104
191.06857	0.000982213
191.06945	0.00092921
191.07033	0.000889184
191.07121	0.00087013
191.07209	0.000882416
191.07297	0.000924324
191.07385	0.000978889
191.07473	0.00103
191.07561	0.00108
191.07649	0.00112
191.07737	0.00114
191.07825	0.00115
191.07913	0.00115
191.08001	0.00113
191.08089	0.00112
191.08177	0.00112
191.08265	0.00114
191.08353	0.00117
191.08441	0.00119
191.08529	0.00119
191.08617	0.00115
191.08705	0.00111
191.08793	0.00109
191.08881	0.0011
191.08969	0.00114
191.09057	0.00117
191.09145	0.00116
191.09233	0.00111
191.09321	0.00106
191.09409	0.00103
191.09497	0.00103
191.09586	0.00106
191.09674	0.00109
191.09762	0.00111
191.0985	0.00113
191.09938	0.00115
191.10026	0.00118
191.10114	0.00119
191.10202	0.00115
191.1029	0.00107
191.10378	0.000954185
191.10466	0.000854128
191.10554	0.00079753
191.10642	0.00077979
191.1073	0.000773145
191.10818	0.000757315
191.10906	0.000738059
191.10994	0.000739721
191.11082	0.000774305
191.1117	0.000823533
191.11258	0.000861964
191.11346	0.000881354
191.11435	0.000882953
191.11523	0.000864373
191.11611	0.000829178
191.11699	0.000796283
191.11787	0.000788352
191.11875	0.000818571
191.11963	0.000885114
191.12051	0.000972421
191.12139	0.00106
191.12227	0.00113
191.12315	0.0012
191.12403	0.00125
191.12491	0.00129
191.12579	0.00132
191.12667	0.00134
191.12755	0.00136
191.12843	0.00138
191.12932	0.00139
191.1302	0.00136
191.13108	0.00131
191.13196	0.00123
191.13284	0.00116
191.13372	0.0011
191.1346	0.00107
191.13548	0.00107
191.13636	0.00108
191.13724	0.0011
191.13812	0.00113
191.139	0.00116
191.13988	0.00118
191.14077	0.00119
191.14165	0.00119
191.14253	0.0012
191.14341	0.00123
191.14429	0.00127
191.14517	0.00131
191.14605	0.00132
191.14693	0.00131
191.14781	0.00128
191.14869	0.00124
191.14957	0.0012
191.15045	0.00117
191.15134	0.00115
191.15222	0.00111
191.1531	0.00106
191.15398	0.00102
191.15486	0.000980797
191.15574	0.00094947
191.15662	0.000912958
