Wavelength	Xsec_Ave	STTDEV_Xsec_Ave
205.6382	6.997010701865199e-18	7.725018013639639e-19
205.63922	6.9297749733992125e-18	8.3455173198068025e-19
205.64024	6.737973970869659e-18	8.286753287040439e-19
205.64126	6.523267882866159e-18	7.462231681878011e-19
205.64228	6.332568792324075e-18	6.500228375963586e-19
205.6433	6.1602111062757616e-18	6.457186231990197e-19
205.64431	5.9526211000917486e-18	7.189822287635935e-19
205.64533	5.710589704164008e-18	8.000998415689249e-19
205.64635	5.612347039414676e-18	8.394104332824384e-19
205.64737	5.416501168312203e-18	8.073730396375342e-19
205.64839	5.368937800532489e-18	7.64683803855544e-19
205.64941	5.4883997114547144e-18	6.873140032995017e-19
205.65043	5.742179382089119e-18	5.375866728700577e-19
205.65145	6.0199473872824006e-18	3.0655314318089e-19
205.65247	6.198712941003378e-18	1.4732137014629537e-19
205.65349	6.2030279390800335e-18	3.0539496609572777e-19
205.65451	6.0614704995218635e-18	5.389710371425692e-19
205.65553	5.849711720532042e-18	7.504298294868343e-19
205.65655	5.6074870528942806e-18	8.531294415996589e-19
205.65757	5.599546883900154e-18	9.52423448577847e-19
205.65859	5.663958271925252e-18	1.0608372406148612e-18
205.65961	5.769259233948995e-18	1.1566141202157507e-18
205.66063	5.885145992080082e-18	1.1914159042603401e-18
205.66165	5.992639307463647e-18	1.1375652042170185e-18
205.66267	6.091057879648372e-18	1.0031113615802035e-18
205.66369	6.189050656918244e-18	8.1418526615357e-19
205.66471	6.247412618289573e-18	6.110203699577329e-19
205.66573	6.2759419581504245e-18	5.330503055929208e-19
205.66675	6.2537706144488865e-18	5.628402841400073e-19
205.66777	6.184775769305511e-18	6.271345368154814e-19
205.66879	6.1048596776439966e-18	6.650199848787346e-19
205.66981	6.0116300841034205e-18	6.734824977449026e-19
205.67083	5.937765852224551e-18	6.936523760557866e-19
205.67185	5.897186426891339e-18	7.068800345094902e-19
205.67287	5.834771785194149e-18	7.477847108595083e-19
205.67389	5.7281171728799295e-18	8.174487328787108e-19
205.67491	5.7186790103259525e-18	9.53646993569484e-19
205.67593	5.5751591459475345e-18	9.502740653814074e-19
205.67695	5.4007362436628805e-18	8.834462770406292e-19
205.67797	5.2080980439730685e-18	7.5076288825073275e-19
205.67898	5.03850016016695e-18	6.609287374165595e-19
205.68	4.897342076596068e-18	6.181544563405511e-19
205.68102	4.831798051770485e-18	5.191612507420236e-19
205.68204	4.849329215129498e-18	4.870289590758153e-19
205.68306	4.905381930449284e-18	4.452325499759047e-19
205.68408	4.971021732984263e-18	4.494970168496253e-19
205.6851	5.1126655809260074e-18	5.603043916868148e-19
205.68612	5.220485836478952e-18	6.164358039723122e-19
205.68714	5.103649230579095e-18	5.868765288935911e-19
205.68816	5.078692145269859e-18	5.348273381902225e-19
205.68918	4.999068763326198e-18	4.2295953127607815e-19
205.6902	4.879615371770637e-18	2.611840651135643e-19
205.69122	4.739180739794251e-18	1.6309434867452739e-19
205.69224	4.603280372417999e-18	2.961673265757905e-19
205.69326	4.490446946385696e-18	4.697289066725208e-19
205.69428	4.408617544317928e-18	5.589357149367367e-19
205.6953	4.380458235312274e-18	5.427669699844036e-19
205.69632	4.6208664610155025e-18	5.989184859997946e-19
205.69734	4.65169092750111e-18	4.1326214847857915e-19
205.69836	4.708991253975835e-18	2.987474747300953e-19
205.69938	4.785516649822298e-18	3.3892771371665646e-19
205.7004	4.875956630776931e-18	4.112888793472212e-19
205.70142	4.988036734724292e-18	4.728100231560999e-19
205.70244	5.119757879252402e-18	4.9368051895018105e-19
205.70347	5.225124049665641e-18	4.665874447718729e-19
205.70449	5.308122630770189e-18	4.2279514341013916e-19
205.70551	5.3421315834023164e-18	3.8913540305984194e-19
205.70653	5.365870328108719e-18	4.582364992303396e-19
205.70755	5.383901690327964e-18	5.627918466197397e-19
205.70857	5.42075509845153e-18	6.402139873807736e-19
205.70959	5.4924479920082834e-18	6.494857307979748e-19
205.71061	5.576333590279498e-18	6.540017455491056e-19
205.71163	5.686118950670398e-18	6.9734213904572e-19
205.71265	5.788792210015933e-18	7.38389226285319e-19
205.71367	5.878405066960332e-18	7.113914479529916e-19
205.71469	5.917928265731479e-18	6.227764556406314e-19
205.71571	5.9026260520094e-18	5.49213418004933e-19
205.71673	5.8659730215722546e-18	5.136479419890372e-19
205.71775	5.7803455914696215e-18	4.945557306235251e-19
205.71877	5.6929991787028535e-18	4.9235582725892e-19
205.71979	5.6076434020581035e-18	5.30132199429331e-19
205.72081	5.515857160990019e-18	5.712663529120643e-19
205.72183	5.428143178694228e-18	5.981952574676418e-19
205.72285	5.3641251603629096e-18	5.911412323539534e-19
205.72387	5.3246772971183504e-18	6.154523879974964e-19
205.72489	5.316243295911476e-18	6.922669629567957e-19
205.72591	5.3181144425775575e-18	7.15677379198252e-19
205.72693	5.256272343253113e-18	6.304009680616077e-19
205.72795	5.153648163549206e-18	5.657621416295189e-19
205.72897	4.984504412819495e-18	7.114765180334365e-19
205.72999	4.826479975133608e-18	8.980250502242438e-19
205.73101	4.684138470523127e-18	9.103418853437703e-19
205.73203	4.584317824603083e-18	7.264614453377816e-19
205.73305	4.543037500390262e-18	4.769083677277557e-19
205.73407	4.542255542829475e-18	3.6982543926845224e-19
205.73509	4.5748629616368704e-18	4.495938241671169e-19
205.73611	4.614505444338495e-18	4.69939361487794e-19
205.73713	4.667684361496613e-18	3.878449659996265e-19
205.73816	4.727117184802594e-18	3.0247937261371424e-19
205.73918	4.817214280588107e-18	3.880265482532724e-19
205.7402	4.902498748990624e-18	5.397203486190797e-19
205.74122	4.946781017558479e-18	5.926727736873852e-19
205.74224	4.9230915553410815e-18	5.7776088891067975e-19
205.74326	4.8540990965665965e-18	5.648602472312947e-19
205.74428	4.785340017883469e-18	6.211544926574208e-19
205.7453	4.738987004745218e-18	7.040766236547852e-19
205.74632	4.718547976210519e-18	7.556168995139192e-19
205.74734	4.7162358228071294e-18	7.693816130934052e-19
205.74836	4.7053053820632874e-18	7.616412598879985e-19
205.74938	4.669676136414545e-18	7.505492575906885e-19
205.7504	4.623246536106181e-18	7.564994764122673e-19
205.75142	4.6039118459301844e-18	7.901653430675633e-19
205.75244	4.611878506966009e-18	8.381083030704869e-19
205.75346	4.642500151857874e-18	8.914388305128547e-19
205.75448	4.6895458381692184e-18	8.799837400595608e-19
205.7555	4.724362466817678e-18	7.749508211579329e-19
205.75653	4.71905556909548e-18	6.433605324628147e-19
205.75755	4.685077921262802e-18	5.512849647760703e-19
205.75857	4.651615426115954e-18	5.152904893909029e-19
205.75959	4.640319612260053e-18	5.222128457392574e-19
205.76061	4.658712119659459e-18	5.727682799681132e-19
205.76163	4.6988483549962355e-18	6.450613236993638e-19
205.76265	4.756101289834892e-18	6.9261150691554e-19
205.76367	4.78536305179907e-18	7.299180971088333e-19
205.76469	4.8014765080082626e-18	8.154901411295184e-19
205.76571	4.772682604466679e-18	8.989345086377496e-19
205.76673	4.727360280811361e-18	9.043312947039144e-19
205.76775	4.6511786774101784e-18	8.066815403384142e-19
205.76877	4.549998574277439e-18	5.964206128567459e-19
205.76979	4.409861587800257e-18	4.524114852100978e-19
205.77082	4.253031631936469e-18	4.797903357351266e-19
205.77184	4.1866473440996245e-18	5.770220173031141e-19
205.77286	4.219193499299173e-18	4.612535365465417e-19
205.77388	4.055282487268949e-18	4.0011035481767753e-19
205.7749	3.965003684820357e-18	3.3553148610610223e-19
205.77592	3.9595604270521764e-18	5.109223290237082e-19
205.77694	4.108121679023872e-18	6.312726560501206e-19
205.77796	4.230083989399924e-18	6.510882882746208e-19
205.77898	4.3088054971960896e-18	6.260959922208769e-19
205.78	4.325916162951101e-18	6.161487618253136e-19
205.78102	4.315377661121039e-18	6.325165033576554e-19
205.78204	4.302318724238964e-18	6.172868420651632e-19
205.78307	4.3005250033888275e-18	5.473420868260971e-19
205.78409	4.323438524786306e-18	5.078910874769739e-19
205.78511	4.385017223387718e-18	5.028156874534157e-19
205.78613	4.430337886207456e-18	5.218899243172883e-19
205.78715	4.454500316219154e-18	5.599252209170681e-19
205.78817	4.446496158692885e-18	6.021767092437776e-19
205.78919	4.438076222035337e-18	6.519856230016053e-19
205.79021	4.439399588769755e-18	6.703011907152009e-19
205.79123	4.454022300692723e-18	6.833333845542887e-19
205.79225	4.436767472864611e-18	6.915297638446173e-19
205.79328	4.376294068492348e-18	6.583930103378691e-19
205.7943	4.24111469941913e-18	6.098260219200147e-19
205.79532	4.105591720614679e-18	5.672739062057125e-19
205.79634	3.991467130999472e-18	5.383142431212824e-19
205.79736	3.941567320870175e-18	5.188575076456505e-19
205.79838	3.963156952798655e-18	4.977123349633475e-19
205.7994	4.028604702231636e-18	4.483456940040421e-19
205.80042	4.099982015294378e-18	4.388911586057072e-19
205.80144	4.177683490758677e-18	4.761259669923201e-19
205.80247	4.23825591185761e-18	5.556370693413229e-19
205.80349	4.255959779822979e-18	6.154809651431902e-19
205.80451	4.245202679013131e-18	6.062984300883418e-19
205.80553	4.244611066266684e-18	5.537448096502932e-19
205.80655	4.2565189610764054e-18	4.833936115398148e-19
205.80757	4.283760159253644e-18	5.277359150973306e-19
205.80859	4.3197023402266435e-18	6.922264049091336e-19
205.80961	4.561776831548444e-18	6.89300360716255e-19
205.81063	4.5643040964717684e-18	6.777938033398222e-19
205.81166	4.471938750241914e-18	6.374173483548472e-19
205.81268	4.3532425735879005e-18	5.976791324910153e-19
205.8137	4.248212071808329e-18	5.839015109764919e-19
205.81472	4.1875869664768545e-18	6.025262758742693e-19
205.81574	4.17226549086124e-18	6.101643467248351e-19
205.81676	4.209065303922856e-18	5.831002944781438e-19
205.81778	4.289700478098446e-18	5.315081815374883e-19
205.8188	4.20440294458643e-18	6.301002373652428e-19
205.81983	4.334784798302486e-18	4.933663854585684e-19
205.82085	4.4400829222271415e-18	3.624969628272519e-19
205.82187	4.462204491620097e-18	2.774627866254595e-19
205.82289	4.4262271076494185e-18	3.292279055144943e-19
205.82391	4.348592637622038e-18	4.41518604562284e-19
205.82493	4.282289181051698e-18	5.667408113091117e-19
205.82595	4.248884583786621e-18	6.64080742612394e-19
205.82697	4.251251826051302e-18	7.07408292196795e-19
205.828	4.2714546957868656e-18	6.423879706422708e-19
205.82902	4.294613380409388e-18	5.044624954961975e-19
205.83004	4.323174736668592e-18	4.010004525549289e-19
205.83106	4.361608851955907e-18	4.421146855135861e-19
205.83208	4.302080859390991e-18	6.988927588169978e-19
205.8331	4.251601852946744e-18	8.127093141968167e-19
205.83412	4.157108691562212e-18	8.580445592884363e-19
205.83515	4.048597120524071e-18	8.182120441077211e-19
205.83617	3.918555928451937e-18	7.15354344780796e-19
205.83719	3.805769132573169e-18	5.65107779179536e-19
205.83821	3.682314910652799e-18	4.0563369604213467e-19
205.83923	3.611597759702528e-18	2.7029217263590436e-19
205.84025	3.584402084640027e-18	1.728280108073611e-19
205.84127	3.6482208421734416e-18	1.673767596086505e-19
205.8423	3.763571846366951e-18	1.9428331998816427e-19
205.84332	3.883173568043694e-18	2.740497315925857e-19
205.84434	3.975971149692623e-18	3.9265583463995397e-19
205.84536	3.9964719804413225e-18	5.070033247953184e-19
205.84638	3.956510720122743e-18	5.642786522099518e-19
205.8474	3.890894423038835e-18	5.530547361045496e-19
205.84843	3.833535179953555e-18	4.963660412818643e-19
205.84945	3.65936721097004e-18	4.544578852735019e-19
205.85047	3.647249015558388e-18	3.8377863845705364e-19
205.85149	3.642090662254001e-18	2.7744092643807846e-19
205.85251	3.684782040617581e-18	2.35936413198948e-19
205.85353	3.6713985737279975e-18	3.339418139269529e-19
205.85455	3.644256417683505e-18	4.2527997512361167e-19
205.85558	3.559677495850574e-18	4.507275185863161e-19
205.8566	3.444329223641286e-18	4.164775541978053e-19
205.85762	3.329566127284103e-18	3.3700667305964794e-19
205.85864	3.2531266964823905e-18	2.33762045063622e-19
205.85966	3.2255580303438364e-18	1.4783288957879205e-19
205.86068	3.2735230440220992e-18	9.910542812462207e-20
205.86171	3.3569139077119634e-18	1.5491716771199367e-19
205.86273	3.4294633138204908e-18	2.479224377577236e-19
205.86375	3.478939760073737e-18	2.842806364855811e-19
205.86477	3.495397180081706e-18	2.8340867788158766e-19
205.86579	3.512201476879782e-18	2.4413490510153294e-19
205.86681	3.519263070420219e-18	1.7981879974475247e-19
205.86784	3.545125429647937e-18	1.254332790323634e-19
205.86886	3.568728331578023e-18	1.6453539935883016e-19
205.86988	3.576602784918381e-18	2.5484454833561056e-19
205.8709	3.5597784006750525e-18	3.66815203687271e-19
205.87192	3.539432474135068e-18	4.729994772588883e-19
205.87295	3.556413270381226e-18	5.592838834016147e-19
205.87397	3.6209866529344575e-18	6.168402858784191e-19
205.87499	3.7285068175720225e-18	6.329466523100507e-19
205.87601	3.855214520275797e-18	6.130272336806568e-19
205.87703	3.9661855708972305e-18	6.177242025367756e-19
205.87805	4.120807707796025e-18	6.415314442735505e-19
205.87908	4.0452528324143255e-18	7.376857743912532e-19
205.8801	4.028181808500549e-18	7.921134381278067e-19
205.88112	3.943734138294929e-18	7.979647848795414e-19
205.88214	3.801545829782311e-18	7.910296791643611e-19
205.88316	3.680512937836873e-18	7.776520098686756e-19
205.88419	3.5734707391229766e-18	7.393317115899084e-19
205.88521	3.51885902099358e-18	6.748746628921362e-19
205.88623	3.493984455780829e-18	6.424946791285309e-19
205.88725	3.6981662213672265e-18	5.121718258494346e-19
205.88827	3.739436301329919e-18	5.788676655291642e-19
205.8893	3.6793472073472305e-18	5.786387203885308e-19
205.89032	3.612153914276023e-18	5.76887115730022e-19
205.89134	3.5460056372877135e-18	5.320098134476528e-19
205.89236	3.5038276105208945e-18	4.664547517562389e-19
205.89338	3.5230828082791775e-18	3.7460471021401133e-19
205.89441	3.579385692857125e-18	2.6857256149164627e-19
205.89543	3.663678773000701e-18	2.0547034957904595e-19
205.89645	3.732566542456491e-18	2.2414401537806317e-19
205.89747	3.774466474714567e-18	2.8196162267964285e-19
205.89849	3.752003145932052e-18	3.0445287313832836e-19
205.89952	3.713638885957494e-18	3.2241916081091517e-19
205.90054	3.6442051492366645e-18	3.534083977184002e-19
205.90156	3.5634134483642276e-18	3.5206168033036786e-19
205.90258	3.5164246878523406e-18	3.048928409656929e-19
205.9036	3.473868763209304e-18	2.2651648356793557e-19
205.90463	3.430095205287387e-18	1.3845695675754305e-19
205.90565	3.3848602083541467e-18	1.166443542058012e-19
205.90667	3.36044589879089e-18	1.6474693540793983e-19
205.90769	3.3331846865604225e-18	2.0865285221006441e-19
205.90872	3.4280525358488405e-18	3.4940009521131947e-19
205.90974	3.4521254321654488e-18	4.482198037438049e-19
205.91076	3.484875714083763e-18	5.6808199376952015e-19
205.91178	3.499065897001556e-18	6.328834984976895e-19
205.9128	3.4888561401480985e-18	6.230259269789825e-19
205.91383	3.4638986903918438e-18	5.524318269059034e-19
205.91485	3.4608930762730717e-18	4.617395445896343e-19
205.91587	3.505042610447611e-18	3.7509920265969606e-19
205.91689	3.579359577995517e-18	2.705370324488618e-19
205.91792	3.649073655449998e-18	2.271372861178352e-19
205.91894	3.667113069466557e-18	2.819919230869292e-19
205.91996	3.619915469951787e-18	3.1046988577340653e-19
205.92098	3.4153100589514456e-18	1.105774484344071e-19
205.922	3.3568407612786015e-18	1.4293960931972518e-19
205.92303	3.419259554687634e-18	2.3494316216358905e-19
205.92405	3.468050875071791e-18	3.2646354640768024e-19
205.92507	3.505846756952387e-18	3.975096246306441e-19
205.92609	3.532575045754884e-18	4.924003126009079e-19
205.92712	3.4015813020180843e-18	5.393714420962541e-19
205.92814	3.398962626092187e-18	5.750647959163475e-19
205.92916	3.3962744752239527e-18	5.444188031758286e-19
205.93018	3.4326481221444448e-18	4.757479462993754e-19
205.93121	3.5093565299766524e-18	4.08974345334885e-19
205.93223	3.6004847389555124e-18	3.7261536861500697e-19
205.93325	3.671402590894579e-18	3.7122305895471253e-19
205.93427	3.6942345298670135e-18	4.0583527045543957e-19
205.93529	3.648576381669719e-18	4.654398345554572e-19
205.93632	3.547804380753641e-18	4.970690793927851e-19
205.93734	3.402030399867373e-18	4.670125821697357e-19
205.93836	3.2764125403558766e-18	3.8812754189737266e-19
205.93938	3.1646185414532423e-18	3.0739545922216157e-19
205.94041	3.306169069505099e-18	5.293959224449476e-19
205.94143	3.3130022664717124e-18	6.660160904999878e-19
205.94245	3.295345374160638e-18	6.956000062294976e-19
205.94347	3.2659346145789925e-18	6.311875763003822e-19
205.9445	3.2335487356429952e-18	4.987912958069055e-19
205.94552	3.2029985119280428e-18	3.184780557650368e-19
205.94654	3.2013862267253426e-18	2.6028463174951997e-19
205.94756	3.1768191422455217e-18	2.479892470688876e-19
205.94859	3.1401251824046837e-18	2.417565018600264e-19
205.94961	3.2199950680239234e-18	2.3322952926567987e-19
205.95063	3.2710385413206812e-18	1.9442974526950104e-19
205.95165	3.3634863740409044e-18	1.441835651616286e-19
205.95268	3.4287288475209988e-18	1.7853727135650585e-19
205.9537	3.5293080695697335e-18	1.998128513678402e-19
205.95472	3.562803668425416e-18	2.995346790280691e-19
205.95575	3.55596123478841e-18	4.0801897391468005e-19
205.95677	3.470928397480742e-18	4.45750083647245e-19
205.95779	3.2844209591359788e-18	4.591906749435645e-19
205.95881	3.210075355185487e-18	4.189411154709569e-19
205.95984	3.2049374590194548e-18	3.846682106561732e-19
205.96086	3.265873957845631e-18	3.3772499056577686e-19
205.96188	3.3584630414936336e-18	2.763292047762506e-19
205.9629	3.4618348068379235e-18	1.9539282871459538e-19
205.96393	3.5120713607671496e-18	1.1598170542373454e-19
205.96495	3.833468914836971e-18	7.359523735844193e-19
205.96597	3.781220436620527e-18	7.80588796416923e-19
205.96699	3.567143943246383e-18	1.2120811353055843e-19
205.96802	3.526672114605061e-18	8.27529759707406e-20
205.96904	3.4895009986124585e-18	4.99330571106772e-20
205.97006	3.486928708001292e-18	1.629968620045657e-19
205.97109	3.5158326252270585e-18	3.125358599271946e-19
205.97211	3.551496050292198e-18	4.071898510271296e-19
205.97313	3.587628848937217e-18	4.636424790179912e-19
205.97415	3.608869438828154e-18	4.2292235549591254e-19
205.97518	3.6045159116805084e-18	3.4247205708455325e-19
205.9762	3.630349148667417e-18	3.6984721424836217e-19
205.97722	3.647823618264722e-18	2.701960794959887e-19
205.97825	3.657372410254828e-18	2.175008454655681e-19
205.97927	3.699069488317015e-18	1.9948367731126321e-19
205.98029	3.6893222323312595e-18	1.6642113170418665e-19
205.98131	3.6438054759731375e-18	1.1253688407416596e-19
205.98234	3.635243658650543e-18	8.777699980353208e-20
205.98336	3.603529345501927e-18	1.0354245267070432e-19
205.98438	3.687517726187378e-18	2.5006989781734374e-19
205.98541	3.856327660164459e-18	4.026494781851853e-19
205.98643	4.010260679383808e-18	5.835746087660239e-19
205.98745	4.084189184229217e-18	6.618457204801926e-19
205.98847	4.0789453440848985e-18	6.030126675879892e-19
205.9895	3.977457279934154e-18	4.824508524095016e-19
205.99052	3.847953898192192e-18	3.9564133028879656e-19
205.99154	3.724677173969416e-18	3.630101609548002e-19
205.99257	3.665112449165588e-18	3.567380826159225e-19
205.99359	3.670826802599619e-18	4.410871373393329e-19
205.99461	3.708335112354533e-18	4.011547539349547e-19
205.99564	3.76147865013266e-18	3.2609763787969275e-19
205.99666	3.790374113641831e-18	2.770252178654738e-19
205.99768	3.798871212994957e-18	3.076148419264404e-19
205.9987	3.7883764436499635e-18	3.8296591757548697e-19
205.99973	3.750764500966467e-18	4.1402345865516946e-19
206.00075	3.705354971503399e-18	4.10114422232243e-19
206.00177	3.5696849755350806e-18	4.485589748368476e-19
206.0028	3.608417716512132e-18	4.407867782408664e-19
206.00382	3.5596662106204314e-18	5.000879151570118e-19
206.00484	3.518141987246341e-18	5.276247903593462e-19
206.00587	3.4799565193863766e-18	4.945861445924233e-19
206.00689	3.4552857440527507e-18	4.044296221705318e-19
206.00791	3.4743017438767026e-18	2.9488081009384866e-19
206.00894	3.533094378056578e-18	1.866033219429875e-19
206.00996	3.8569403379784334e-18	5.008130315018547e-19
206.01098	4.1057728113539666e-18	5.437106407631506e-19
206.01201	4.2500921727436766e-18	5.719117455169318e-19
206.01303	4.382207751691045e-18	5.982401023395211e-19
206.01405	4.453470277692869e-18	6.48478912807503e-19
206.01508	4.432312628787874e-18	6.910843078223101e-19
206.0161	4.320904903560747e-18	7.083880877813921e-19
206.01712	4.118548901664492e-18	6.734778905773476e-19
206.01814	3.750305156764665e-18	5.883017719435402e-19
206.01917	3.548498883485892e-18	4.760745957495221e-19
206.02019	3.3257194187632423e-18	3.1819446215925537e-19
206.02121	3.39053599442809e-18	3.0546152800340306e-19
206.02224	3.530457885637824e-18	2.771131514023163e-19
206.02326	3.672916892222179e-18	2.3355783290850814e-19
206.02428	3.751828204711626e-18	1.853605325411933e-19
206.02531	3.743624402582028e-18	1.247697845565062e-19
206.02633	3.6483120114948116e-18	7.114585411975472e-20
206.02735	3.527168396636241e-18	1.075191549886625e-19
206.02838	3.4310551362967184e-18	1.8063232904991814e-19
206.0294	3.396510209746024e-18	2.3959922040074485e-19
206.03042	3.427263999320672e-18	2.7383681282886783e-19
206.03145	3.5341114314171926e-18	2.907315892745003e-19
206.03247	3.6586653766323444e-18	3.0638225515622253e-19
206.03349	3.790692764509799e-18	3.3988444098223253e-19
206.03452	3.872292197082224e-18	3.6296889614109063e-19
206.03554	3.894994405009107e-18	3.4921177438632336e-19
206.03656	3.863593106381734e-18	3.3706678307981844e-19
206.03759	3.7685473670743185e-18	3.484968730813352e-19
206.03861	3.675142603534949e-18	3.728847745171761e-19
206.03964	3.540681450462659e-18	3.827271145973625e-19
206.04066	3.414282286966958e-18	3.5648515614787387e-19
206.04168	3.3104356020036995e-18	2.9022040539677284e-19
206.04271	3.2546337890047773e-18	2.1505828950744983e-19
206.04373	3.273555009587391e-18	1.664750704503548e-19
206.04475	3.3513747297257526e-18	1.5975094379639735e-19
206.04578	3.4493311256575297e-18	1.771611918040505e-19
206.0468	3.553168283834287e-18	2.051857416932026e-19
206.04782	3.631731225268917e-18	2.664142415150655e-19
206.04885	3.674166270510454e-18	3.4143494824394667e-19
206.04987	3.704616896098905e-18	4.0772147786558717e-19
206.05089	3.70747731055903e-18	4.2377059032139164e-19
206.05192	3.684438679830879e-18	3.7162510710665715e-19
206.05294	3.649435696058072e-18	2.9423694349946337e-19
206.05396	3.6136434963498205e-18	2.4090960762095267e-19
206.05499	3.551945940440935e-18	1.9991617733963167e-19
206.05601	3.562553383847059e-18	1.9544460350275254e-19
206.05704	3.598274023173358e-18	2.2267129586261013e-19
206.05806	3.621772839722325e-18	2.4478955875377557e-19
206.05908	3.612408189485174e-18	2.565361047863046e-19
206.06011	3.546119263521937e-18	2.2621517842418465e-19
206.06113	3.3787836588775574e-18	2.325001271523015e-19
206.06215	3.2988887405491832e-18	1.6954667921310368e-19
206.06318	3.293301623080628e-18	1.3897032012816725e-19
206.0642	3.3757905130275257e-18	2.423685439902127e-19
206.06523	3.540146811403149e-18	3.9461911356330694e-19
206.06625	3.73816237453539e-18	5.599642627758807e-19
206.06727	3.910373009865791e-18	6.865472162327706e-19
206.0683	4.0149832672723405e-18	8.020022005690148e-19
206.06932	4.083836373594437e-18	8.775958762610184e-19
206.07034	4.1324267202196974e-18	9.439303494125391e-19
206.07137	4.167530802077031e-18	9.73743087853969e-19
206.07239	4.217342524185279e-18	9.627927860874076e-19
206.07342	4.271333713005775e-18	9.349982491357485e-19
206.07444	4.274660453901774e-18	8.527115990186142e-19
206.07546	4.237223116576399e-18	7.702205120771603e-19
206.07649	4.1469081223754605e-18	6.866986004804192e-19
206.07751	4.0179872947841414e-18	5.965742920873924e-19
206.07853	3.757959876293483e-18	5.925838851137559e-19
206.07956	3.685037768816846e-18	4.822084309341456e-19
206.08058	3.648060891215253e-18	3.9404364914258165e-19
206.08161	3.6610976270346475e-18	3.2533970288594405e-19
206.08263	3.703904385507023e-18	2.7195951417919565e-19
206.08365	3.73657679341942e-18	1.7759440928974897e-19
206.08468	3.728225521897275e-18	2.6845968219911602e-20
206.0857	3.668492141362746e-18	1.6525348765381757e-19
206.08673	3.547846309444415e-18	3.400225140488e-19
206.08775	3.4356831223308334e-18	4.408355042340484e-19
206.08877	3.3408186845162026e-18	4.5693338439408955e-19
206.0898	3.3032583664873296e-18	3.988504575600616e-19
206.09082	3.3112946639428458e-18	2.7876334998220294e-19
206.09185	3.3605800015275e-18	2.0922477652156282e-19
206.09287	3.4124522894710783e-18	2.5847427777945556e-19
206.09389	3.461020555525327e-18	3.767420227182744e-19
206.09492	3.2908073947032782e-18	2.0791383476348191e-19
206.09594	3.274289305012218e-18	1.8884997194640187e-19
206.09697	3.253008514248687e-18	2.237899003101343e-19
206.09799	3.2387352768212177e-18	2.822261512230584e-19
206.09901	3.268008242865482e-18	3.377181075719267e-19
206.10004	3.498160350848899e-18	3.961077993371958e-19
206.10106	3.636304427998513e-18	3.582530323655744e-19
206.10209	3.790478775147865e-18	3.4348716863107595e-19
206.10311	3.945680682014364e-18	4.072837149553323e-19
206.10413	4.064925697247764e-18	4.674755569273976e-19
206.10516	4.153079120578094e-18	5.117356558015019e-19
206.10618	4.1876780316156165e-18	5.040193768310214e-19
206.10721	4.1696683339929965e-18	4.589005827267715e-19
206.10823	4.122362973830372e-18	3.639926296049141e-19
206.10925	4.0703290385700454e-18	2.791678595111558e-19
206.11028	4.027777203466641e-18	2.5660352847192026e-19
206.1113	4.116068197060348e-18	3.6153351538653106e-19
206.11233	4.12505015983249e-18	4.981998628475964e-19
206.11335	4.08834851467989e-18	5.732638367071546e-19
206.11438	3.916198044565216e-18	5.414293335893975e-19
206.1154	3.792533998512245e-18	5.127733029518249e-19
206.11642	3.637901578885758e-18	4.943118232753843e-19
206.11745	3.606535347845295e-18	4.596301497143667e-19
206.11847	3.514797143815641e-18	4.428871797225833e-19
206.1195	3.361494689299801e-18	4.542160270909379e-19
206.12052	3.300032601321155e-18	4.500824781642931e-19
206.12154	3.21318522223952e-18	4.486700739041523e-19
206.12257	3.1442041331452083e-18	4.529180615093536e-19
206.12359	3.089894681994259e-18	4.409050473071687e-19
206.12462	3.199199748382781e-18	4.455521550909319e-19
206.12564	3.2159649496638077e-18	4.2072913699962023e-19
206.12667	3.249114561356179e-18	4.30257647681104e-19
206.12769	3.3629451980876194e-18	4.264724453234805e-19
206.12872	3.543430918398644e-18	5.193591706898998e-19
206.12974	3.696963768331747e-18	6.873508564033926e-19
206.13076	3.549568216826244e-18	5.868603604251634e-19
206.13179	3.557193218647587e-18	5.352795989766865e-19
206.13281	3.5327387966621345e-18	4.792615023929281e-19
206.13384	3.4922632781067205e-18	4.1903272550747993e-19
206.13486	3.416570144440256e-18	3.2792519483053617e-19
206.13589	3.336028066863114e-18	2.1361754386044684e-19
206.13691	3.2291259389269623e-18	1.4773551129053742e-19
206.13793	3.1304306571496943e-18	1.6911685310924017e-19
206.13896	3.0529380835793365e-18	2.202204513570786e-19
206.13998	2.981334741816066e-18	2.2548962115799734e-19
206.14101	2.952783969027315e-18	1.8219562991038948e-19
206.14203	2.9520134932093757e-18	1.9074772958422437e-19
206.14306	2.984879642375553e-18	3.206473747969486e-19
206.14408	3.009607252744486e-18	4.5858175441363975e-19
206.14511	3.0475262897210895e-18	5.396622536492229e-19
206.14613	3.0494792629703196e-18	5.410395029489173e-19
206.14716	3.037477996954883e-18	4.862763830825613e-19
206.14818	3.0214719280384337e-18	4.2413814975002306e-19
206.1492	3.006590635516117e-18	4.096782828561725e-19
206.15023	3.0128342895986763e-18	4.384196832556911e-19
206.15125	3.0091714966155022e-18	4.748074059070798e-19
206.15228	3.0245185088067212e-18	5.342951178533529e-19
206.1533	3.07535325489912e-18	5.131291181168569e-19
206.15433	3.0743245832886168e-18	6.378422328699817e-19
