Wavelength	Xsec_Ave	STTDEV_Xsec_Ave
196.57025		
196.57118		
196.57212		
196.57305		
196.57398		
196.57491		
196.57584		
196.57677		
196.5777		
196.57864		
196.57957		
196.5805	5.256607578600215e-18	9.28757495397129e-19
196.58143	5.515344153357404e-18	1.0356714329292022e-18
196.58236	5.635197884026793e-18	1.09859963425017e-18
196.58329	5.8186062592651124e-18	6.20815424836816e-19
196.58423	6.352817130358194e-18	6.745685717558769e-19
196.58516	6.7376342382317184e-18	9.401059447145174e-19
196.58609	6.42757815944158e-18	1.1310797133101861e-18
196.58702		
196.58795		
196.58889		
196.58982		
196.59075		
196.59168		
196.59261		
196.59354		
196.59448		
196.59541		
196.59634		
196.59727		
196.5982		
196.59913		
196.60007		
196.601		
196.60193		
196.60286		
196.60379		
196.60473		
196.60566		
196.60659		
196.60752		
196.60845		
196.60939		
196.61032		
196.61125		
196.61218		
196.61311		
196.61404		
196.61498		
196.61591		
196.61684		
196.61777		
196.6187		
196.61964		
196.62057		
196.6215		
196.62243		
196.62337		
196.6243		
196.62523		
196.62616		
196.62709		
196.62803	4.949268441440818e-18	
196.62896	5.661895953109198e-18	2.8520584542414544e-19
196.62989	5.825136311039946e-18	1.1791916703045346e-18
196.63082	6.5316683974236335e-18	2.0141992752237797e-18
196.63175	6.550849661357286e-18	1.5207168098035254e-18
196.63269	6.487667656246338e-18	1.4377500049710493e-18
196.63362	5.419611214522414e-18	1.2798705083058254e-18
196.63455	4.217643113704328e-18	
196.63548	3.778028219149833e-18	
196.63641	3.2754550095910325e-18	
196.63735		
196.63828		
196.63921		
196.64014	6.452828205715623e-18	
196.64108	6.6687836774551464e-18	
196.64201	6.3844569995803364e-18	
196.64294		
196.64387		
196.6448		
196.64574		
196.64667		
196.6476		
196.64853		
196.64947		
196.6504		
196.65133		
196.65226		
196.6532		
196.65413		
196.65506		
196.65599		
196.65692		
196.65786		
196.65879		
196.65972		
196.66065		
196.66159		
196.66252		
196.66345		
196.66438	3.286459561744218e-18	
196.66532		
196.66625	4.425197266771337e-18	1.0053313246154392e-18
196.66718	4.423233267172938e-18	8.794150406525014e-19
196.66811	4.620612438922399e-18	8.535946271906356e-19
196.66905	4.8533638883018084e-18	9.545411269030054e-19
196.66998	4.995818059846944e-18	8.398754261009844e-19
196.67091	5.214752221742627e-18	1.221382072146945e-18
196.67184	6.034395554517323e-18	5.531261476547458e-19
196.67278	5.047362908427843e-18	1.5660138534665701e-18
196.67371	4.933402804464981e-18	1.3698886637616806e-18
196.67464	4.892961112215173e-18	1.0395758524878113e-18
196.67557	4.876462166728245e-18	7.499572216705771e-19
196.67651	4.845786375476152e-18	8.411719429347422e-19
196.67744	5.437408383215972e-18	3.8098981463186225e-20
196.67837	5.382363367958145e-18	2.3953052768981337e-19
196.6793	5.136431097094677e-18	8.849794780692909e-20
196.68024	5.0822338487324634e-18	1.8830325739503656e-18
196.68117	4.884980545355524e-18	1.7238122246595783e-18
196.6821	3.9294876027681554e-18	5.885699746131618e-19
196.68303	3.664094983623483e-18	3.0936481102559827e-19
196.68397	3.656838867385898e-18	
196.6849		
196.68583		
196.68677		
196.6877		
196.68863		
196.68956		
196.6905		
196.69143		
196.69236		
196.69329		
196.69423	3.858580852739185e-18	
196.69516	3.674778280938091e-18	
196.69609		
196.69702		
196.69796		
196.69889		
196.69982		
196.70076		
196.70169		
196.70262		
196.70355		
196.70449		
196.70542		
196.70635		
196.70729		
196.70822		
196.70915		
196.71008		
196.71102		
196.71195		
196.71288		
196.71382		
196.71475		
196.71568		
196.71661		
196.71755		
196.71848		
196.71941		
196.72035		
196.72128		
196.72221		
196.72315	6.840496378996902e-18	
196.72408	7.385683738511634e-18	
196.72501		
196.72594		
196.72688		
196.72781		
196.72874		
196.72968		
196.73061		
196.73154		
196.73248		
196.73341		
196.73434		
196.73528		
196.73621		
196.73714		
196.73807		
196.73901		
196.73994		
196.74087	3.934006929049016e-18	
196.74181	4.269773009268341e-18	8.377502119791823e-19
196.74274	4.1530025639927114e-18	9.425568732187732e-19
196.74367	4.734740972463808e-18	1.2620944034443924e-18
196.74461	5.9732320640786795e-18	1.5004818593326805e-18
196.74554	6.1269562187595404e-18	1.7298285215983529e-18
196.74647	6.757978318901906e-18	1.886839211470856e-18
196.74741	7.247131953548685e-18	1.661409005724846e-18
196.74834	6.570151403638046e-18	1.843654353791868e-18
196.74927	6.205600538867494e-18	1.8158514112739023e-18
196.75021	5.2961575169018375e-18	2.0210072394999923e-18
196.75114	4.965211845325766e-18	1.5587452042849097e-18
196.75207	4.581668288173834e-18	1.377887668862321e-18
196.75301	4.49674434815208e-18	1.3905687983232224e-18
196.75394	4.6045707736317114e-18	1.741929800062357e-18
196.75487	4.712479735410516e-18	2.1650138341934973e-18
196.75581	5.055488941722262e-18	2.7508564438956437e-18
196.75674	4.871197919166322e-18	2.6188023755121634e-18
196.75767	4.559662548130698e-18	2.1417184850443033e-18
196.75861	4.3029856012813435e-18	1.554583931159302e-18
196.75954	4.213371939799054e-18	1.0647792961787064e-18
196.76047	4.341972619149046e-18	8.5164599943064305e-19
196.76141	4.5829699976086554e-18	8.971155029709185e-19
196.76234	4.9267180828501565e-18	1.2536976838086404e-18
196.76327	4.955152908460479e-18	1.2920448490317311e-18
196.76421	4.25680346186423e-18	1.1136326427856237e-18
196.76514	3.4074196187613235e-18	8.072443679087768e-19
196.76607	4.278121845680438e-18	1.885796098692187e-18
196.76701	6.559930613853826e-18	
196.76794	3.6030219714767734e-18	
196.76887	3.4668788986414442e-18	
196.76981		
196.77074		
196.77167		
196.77261		
196.77354		
196.77447	3.4446989976607146e-18	
196.77541	4.101938248588294e-18	
196.77634	4.467239735253845e-18	1.3381869748053643e-19
196.77727	5.05835969736689e-18	1.1413512454368184e-19
196.77821	5.312318863811758e-18	2.4771228593684495e-19
196.77914	5.269398083552854e-18	5.601447653406115e-19
196.78007	4.614952292823672e-18	1.3936483278735434e-18
196.78101	4.899250142432652e-18	1.4704814435585006e-18
196.78194	5.367901633117549e-18	1.849580704773112e-18
196.78288	5.8297016119939055e-18	2.136059493519847e-18
196.78381	6.935740589352504e-18	2.2268903029820318e-18
196.78474	6.5219886921898355e-18	2.997736903152529e-18
196.78568	6.9115713597543834e-18	2.317971342648301e-18
196.78661	6.4937444709021285e-18	2.150493650667888e-18
196.78754	6.0666766255692204e-18	2.0530411877027977e-18
196.78848	6.26351354354209e-18	1.9509736833350246e-18
196.78941	6.068465302477529e-18	2.2760250476855118e-18
196.79034	6.231515022468831e-18	2.665173614473348e-18
196.79128	6.273366909727738e-18	2.8048831792991346e-18
196.79221	6.097597255900369e-18	2.475361455213162e-18
196.79315	5.5749978044594154e-18	1.2104322055469295e-18
196.79408	5.287226526561814e-18	7.539368653065683e-19
196.79501	5.020529708613038e-18	6.786953235705854e-19
196.79595	4.729886331529095e-18	
196.79688	4.7407446387859896e-18	
196.79781	4.050265698282287e-18	8.98001056900437e-19
196.79875	3.830726539002957e-18	1.0132881245135637e-18
196.79968	3.735410507773451e-18	7.215239530934892e-19
196.80061	3.589458809809076e-18	6.343543025399151e-19
196.80155	3.481932424538818e-18	5.507455068623947e-19
196.80248	3.59699229341686e-18	6.434642409721382e-19
196.80342		
196.80435		
196.80528		
196.80622		
196.80715		
196.80809		
196.80902		
196.80995		
196.81089		
196.81182		
196.81275		
196.81369		
196.81462		
196.81556		
196.81649		
196.81742	6.590012155013212e-18	2.432319632894458e-19
196.81836	6.337267526777443e-18	2.1726118032920224e-19
196.81929	5.8681591243931066e-18	8.31005742685804e-19
196.82023	5.288941864508651e-18	1.1964284777732107e-18
196.82116	5.369753945546094e-18	1.3702104531928214e-18
196.82209	3.747371185645603e-18	
196.82303		
196.82396		
196.8249		
196.82583		
196.82676		
196.8277		
196.82863		
196.82957		
196.8305		
196.83143		
196.83237		
196.8333		
196.83424		
196.83517		
196.8361		
196.83704		
196.83797		
196.83891		
196.83984		
196.84077		
196.84171		
196.84264		
196.84358		
196.84451		
196.84544		
196.84638		
196.84731		
196.84825		
196.84918		
196.85012		
196.85105		
196.85198		
196.85292		
196.85385		
196.85479		
196.85572		
196.85666		
196.85759		
196.85852		
196.85946		
196.86039		
196.86133		
196.86226		
196.8632		
196.86413		
196.86506		
196.866		
196.86693		
196.86787		
196.8688		
196.86974		
196.87067		
196.8716		
196.87254		
196.87347		
196.87441		
196.87534		
196.87628		
196.87721		
196.87815		
196.87908		
196.88001		
196.88095		
196.88188		
196.88282		
196.88375	5.654117002040592e-18	2.79574763120801e-18
196.88469	5.45146997222316e-18	2.4047208608641565e-18
196.88562	5.179854300358738e-18	1.7706836671398424e-18
196.88656	4.8788951393470485e-18	1.0728681035549625e-18
196.88749	4.578045140061471e-18	3.030926996869699e-19
196.88843	4.9331172226341e-18	
196.88936	5.7993961577350435e-18	5.0722977252491955e-19
196.89029	5.7280657082118274e-18	1.0532882104304282e-20
196.89123		
196.89216		
196.8931		
196.89403		
196.89497		
196.8959		
196.89684		
196.89777		
196.89871		
196.89964		
196.90058		
196.90151		
196.90244		
196.90338		
196.90431		
196.90525		
196.90618		
196.90712		
196.90805		
196.90899		
196.90992		
196.91086		
196.91179		
196.91273		
196.91366		
196.9146	3.819726418714991e-18	
196.91553		
196.91647		
196.9174		
196.91834		
196.91927		
196.92021		
196.92114	5.6949812045514565e-18	7.248521890882696e-20
196.92208	6.007852110987996e-18	5.612265638789734e-19
196.92301	4.772049638675566e-18	1.4037416568015729e-18
196.92395	4.2279724901167204e-18	1.2836815932080075e-18
196.92488	3.939404227593817e-18	1.1628279630675418e-18
196.92582	4.284066516360292e-18	7.831348399907398e-19
196.92675	4.175900471384574e-18	6.135149020267349e-19
196.92768	4.222824942057877e-18	3.164333589610731e-19
196.92862	4.4382564170723094e-18	9.38405262481901e-20
196.92955	4.8277037234997935e-18	4.987532790520575e-19
196.93049	5.324474354576138e-18	7.736314764533348e-19
196.93142	4.8349782178989166e-18	1.907266086784502e-18
196.93236	5.144377246788221e-18	2.112259192557456e-18
196.93329	5.4108730181421294e-18	2.120438079108697e-18
196.93423	5.6675463393141694e-18	2.083688440570909e-18
196.93516	5.667256256025016e-18	2.3828245456057046e-18
196.9361	5.77780893995865e-18	2.2307306998273714e-18
196.93703	5.72101703085167e-18	2.0152640789349292e-18
196.93797	5.215258052052678e-18	2.089599261257126e-18
196.9389	5.027707334642164e-18	1.738975183829304e-18
196.93984	4.791941799105434e-18	1.3929024825946845e-18
196.94078	4.624875763197176e-18	1.1537025379463548e-18
196.94171	4.646884959038128e-18	1.0783835914035585e-18
196.94265	5.3757819208798025e-18	6.254432197818298e-19
196.94358	5.687900460161858e-18	1.3537004547018632e-18
196.94452	5.403512572261112e-18	1.1941219892139157e-18
196.94545	5.51518945650013e-18	1.559627338829938e-18
196.94639	6.4360730635778226e-18	1.5589074692845645e-19
196.94732	5.551545085226382e-18	8.809414466102745e-19
196.94826	4.8870762661365015e-18	8.900278965030475e-19
196.94919	4.163055996991044e-18	9.409931770874309e-19
196.95013	3.615306839326787e-18	1.128913857164147e-18
196.95106	3.836380597942279e-18	1.6752582829309902e-18
196.952	4.003747612613247e-18	2.0935335560371453e-18
196.95293	4.273570124578392e-18	2.6042570741194866e-18
196.95387	4.552672494929221e-18	2.9806475489767606e-18
196.9548	4.754934946448195e-18	2.8730117859549844e-18
196.95574	4.476779772174366e-18	1.6219041342655928e-18
196.95667	5.0782408378782314e-18	6.715903258590554e-19
196.95761	5.116594433416265e-18	8.00520244718596e-19
196.95854	5.051854639481956e-18	1.3222842015755094e-18
196.95948	5.695055125656921e-18	8.157165335653384e-19
196.96041	5.366408510146823e-18	3.058480315512549e-19
196.96135	5.136398267215171e-18	
196.96228	5.004767220495148e-18	
196.96322	4.6453663877622025e-18	
196.96415	3.9828541274689175e-18	
196.96509	3.1771452648288375e-18	
196.96603	2.9737820260302962e-18	
196.96696	2.9448131180551177e-18	
196.9679		
196.96883		
196.96977	3.571451821762523e-18	
196.9707	3.8926129497904195e-18	
196.97164	4.383447099630145e-18	
196.97257		
196.97351		
196.97444		
196.97538	3.4627789614466735e-18	
196.97631	3.733423462443003e-18	7.035353114231761e-19
196.97725	3.992327757992072e-18	1.072237599900663e-18
196.97818	2.8855339421257614e-18	
196.97912		
196.98006		
196.98099		
196.98193	4.2565767164401495e-18	
196.98286		
196.9838		
196.98473		
196.98567		
196.9866		
196.98754		
196.98847		
196.98941		
196.99035		
196.99128	3.9294794483794104e-18	1.2582307019428729e-18
196.99222	4.01762015704316e-18	5.942195300603054e-19
196.99315	4.312704586775557e-18	5.360367073617499e-19
196.99409	4.121235448837712e-18	8.50493896064574e-19
196.99502	4.080052599361781e-18	1.0399205799560861e-18
196.99596	4.2109027993149264e-18	1.0905082134987741e-18
196.99689	4.379334373083707e-18	1.005841032586914e-18
196.99783	4.887483643195459e-18	1.9965582830246505e-18
196.99877	4.476770968661212e-18	8.181913126351273e-19
196.9997	4.3127900853318785e-18	9.385859936212423e-19
197.00064	4.8940441787149856e-18	
197.00157		
197.00251	2.599044923167544e-18	
197.00344	4.702110517741631e-18	
197.00438	4.681847091461934e-18	
197.00532		
197.00625		
197.00719		
197.00812		
197.00906		
197.00999		
197.01093		
197.01187		
197.0128		
197.01374		
197.01467		
197.01561		
197.01654		
197.01748		
197.01842		
197.01935		
197.02029		
197.02122		
197.02216		
197.0231		
197.02403		
197.02497		
197.0259		
197.02684		
197.02777		
197.02871		
197.02965		
197.03058	4.20995603679803e-18	
197.03152	4.4774721401060225e-18	8.268144892697791e-19
197.03245	4.2970281067794484e-18	9.260164972086557e-19
197.03339	3.46509757780801e-18	
197.03433	3.3604696854639627e-18	
197.03526	3.34373670648757e-18	
197.0362	3.3220726789758953e-18	
197.03713	3.1885548289918397e-18	
197.03807		
197.03901		
197.03994		
197.04088		
197.04181		
197.04275		
197.04369		
197.04462		
197.04556		
197.04649		
197.04743		
197.04837		
197.0493		
197.05024		
197.05117		
197.05211		
197.05305		
197.05398		
197.05492		
197.05586		
197.05679		
197.05773		
197.05866		
197.0596		
197.06054		
197.06147		
197.06241		
197.06334		
197.06428		
197.06522		
197.06615		
197.06709	3.2154851792440026e-18	
197.06803		
197.06896	4.566723357754545e-18	
197.0699		
197.07084	4.6069780068346325e-18	
197.07177	4.232012764306715e-18	
197.07271	3.7651654942446616e-18	
197.07364	3.3575292367658237e-18	
197.07458	3.2827044343156107e-18	
197.07552	3.2168800801349405e-18	
197.07645	3.0193526424932056e-18	
197.07739		
197.07833		
197.07926		
197.0802		
197.08113		
197.08207		
197.08301		
197.08394		
197.08488		
197.08582		
197.08675		
197.08769		
197.08863		
197.08956		
197.0905		
197.09144		
197.09237		
197.09331		
197.09425		
197.09518		
197.09612		
197.09705		
197.09799		
197.09893		
197.09986		
197.1008		
197.10174		
197.10267		
197.10361		
197.10455		
197.10548		
197.10642		
197.10736		
197.10829		
197.10923		
197.11017		
197.1111		
197.11204		
197.11298		
197.11391		
197.11485		
197.11579		
197.11672		
197.11766		
197.1186		
197.11953		
197.12047	3.1907619755234377e-18	
197.12141	3.4529489654321374e-18	
197.12235	3.554634668950607e-18	8.020422548650535e-20
197.12328	3.3974953297967725e-18	4.2712986435609787e-19
197.12422	3.315438617432402e-18	6.346163509422956e-19
197.12516	3.3032730177655794e-18	6.726068011419374e-19
197.12609	3.3835997060110413e-18	5.588123448284887e-19
197.12703	3.5390392838089574e-18	4.646424439451923e-19
197.12797	3.619869917167071e-18	4.15968619140573e-19
197.1289	3.548452914643298e-18	2.1809733275260656e-19
197.12984	3.3438025103918536e-18	1.2374731320627614e-19
197.13078	3.1725695140919484e-18	4.025020676019204e-19
197.13171	3.0549359664740686e-18	4.654003004411678e-19
197.13265	3.1258979176262906e-18	
197.13359		
197.13452		
197.13546		
197.1364		
197.13733		
197.13827		
197.13921		
197.14015		
197.14108		
197.14202	2.022991564663851e-18	
197.14296	2.5021461980882918e-18	
197.14389	3.7044342661292025e-18	9.11584977356137e-19
197.14483	4.3650987082424255e-18	8.6005273685813e-19
197.14577	4.668143708444613e-18	1.0359563655635107e-18
197.1467	4.577055535876111e-18	1.2173347584506041e-18
197.14764	4.2570269519451895e-18	1.2719682147731347e-18
197.14858	3.682019003214686e-18	9.588288711437165e-19
197.14952	3.313838886975947e-18	7.516847129719266e-19
197.15045	3.37944016870679e-18	8.56770472377652e-19
197.15139	3.44924550361551e-18	9.098801028375092e-19
197.15233	3.4404796808423946e-18	8.93012752468572e-19
197.15326	3.3178655934641817e-18	8.479401591864289e-19
197.1542	3.307221883429814e-18	1.0827801350324206e-18
197.15514	2.6830516202210786e-18	
197.15608		
197.15701		
197.15795	2.85767864375561e-18	
197.15889	2.8866823345143735e-18	
197.15982	2.999555986671323e-18	
197.16076	3.180639170581531e-18	
197.1617	3.4073952862085346e-18	
197.16264		
197.16357		
197.16451		
197.16545		
197.16638		
197.16732		
197.16826		
197.1692		
197.17013		
197.17107		
197.17201		
197.17294		
197.17388		
197.17482		
197.17576		
197.17669		
197.17763		
197.17857		
197.17951		
197.18044		
197.18138		
197.18232		
197.18326		
197.18419	2.896243280458339e-18	
197.18513	3.714689408977564e-18	1.2223228239992562e-18
197.18607	3.2131005467284458e-18	1.2882947575614598e-18
197.187	3.56756592178939e-18	1.0094047541733226e-18
197.18794	2.926683041574967e-18	
197.18888	2.921984232303332e-18	
197.18982	2.746345259339845e-18	
197.19075		
197.19169		
197.19263		
197.19357		
197.1945		
197.19544		
197.19638		
197.19732	2.625943462087755e-18	
197.19825	3.2428991251843825e-18	
197.19919	3.444659724780904e-18	4.993085685808696e-19
197.20013	3.05709573489507e-18	
197.20107		
197.202	2.9072468645898663e-18	
197.20294	2.811010463844644e-18	
197.20388	2.777998893304896e-18	2.038487403406916e-19
197.20482	2.9448115740349685e-18	
197.20575	2.7806262454809544e-18	
197.20669		
197.20763		
197.20857		
197.20951		
197.21044		
197.21138		
197.21232		
197.21326		
197.21419		
197.21513		
197.21607		
197.21701		
197.21794		
197.21888		
197.21982		
197.22076		
197.22169		
197.22263		
197.22357		
197.22451		
197.22545	2.523084041145125e-18	
197.22638	2.6518423780472853e-18	
197.22732	2.4637670939890528e-18	1.4445105675093954e-19
197.22826	2.3182271649461727e-18	1.0864799735620392e-19
197.2292	2.051721775670226e-18	2.787240464283114e-19
197.23013	1.5744293943025373e-18	
197.23107	2.101924209364739e-18	8.262190935333122e-19
197.23201	2.2743563506845524e-18	8.54168963950722e-19
197.23295	2.3196912429006957e-18	4.729340603821125e-19
197.23389	2.4271231093247696e-18	1.6177151529694457e-19
197.23482	2.7524467592653886e-18	2.2005913430321414e-19
197.23576	2.9218978704189067e-18	1.9847668071231987e-19
197.2367	2.858137370824143e-18	3.3859343530379286e-20
197.23764	3.527951694107137e-18	1.4732327450064906e-18
197.23858	3.370327190770101e-18	1.3898255632701482e-18
197.23951	4.006784726247388e-18	1.3839502334815234e-18
197.24045	4.109228897723511e-18	1.4900256649608538e-18
197.24139	4.108725769523459e-18	1.6989001478633272e-18
197.24233	3.4173512952069344e-18	1.5428686718778642e-18
197.24327	2.710821891396282e-18	3.160330698715075e-19
197.2442	2.95731394821507e-18	5.487507902938658e-19
197.24514	3.1877314699518918e-18	8.617353329827835e-19
197.24608	3.367454274976722e-18	1.110873565986246e-18
197.24702	3.716660503904662e-18	1.085743219696116e-18
197.24796	3.605725659292694e-18	1.0269339662768689e-18
197.24889	2.7409084951510094e-18	
197.24983	2.6232182436709065e-18	
197.25077	2.4385183082176672e-18	
197.25171	2.205916528508086e-18	
197.25265	3.100750283990078e-18	1.6307375036433501e-18
197.25358	2.9234474965339514e-18	1.7806715704604333e-18
197.25452	2.6731528491942022e-18	1.7951433636318815e-18
197.25546	3.87238192711043e-18	
197.2564	2.62817109106894e-18	1.9215612246748254e-18
197.25734	2.6297354413115404e-18	1.3980225837256803e-18
197.25827	2.9084976850279586e-18	1.3220601247094774e-18
197.25921	3.0711591831740702e-18	1.0381105896922538e-18
197.26015	3.0365489875066253e-18	5.197484901386297e-19
197.26109	2.905714197277639e-18	2.3262759403058597e-19
197.26203	2.9428025068415046e-18	3.557026433473368e-19
197.26296	2.90886491878582e-18	5.13238677982226e-19
197.2639	2.8051203715868936e-18	6.049569290280084e-19
197.26484	2.23381100951574e-18	
197.26578		
197.26672		
197.26765		
197.26859		
197.26953		
197.27047		
197.27141		
197.27235	2.0993874446523107e-18	
197.27328	2.434184007374263e-18	
197.27422	2.725640268687445e-18	
197.27516	2.952262440520968e-18	
197.2761	3.194161236106748e-18	
197.27704	3.472926388025041e-18	
197.27798		
197.27891		
197.27985		
197.28079		
197.28173		
197.28267		
197.2836		
197.28454		
197.28548		
197.28642		
197.28736		
197.2883		
197.28924		
197.29017		
197.29111		
197.29205		
197.29299		
197.29393		
197.29487		
197.2958		
197.29674		
197.29768		
197.29862		
197.29956		
197.3005		
197.30143		
197.30237		
197.30331		
197.30425		
197.30519		
197.30613		
197.30707		
197.308		
197.30894		
197.30988		
197.31082		
197.31176		
197.3127		
197.31364		
197.31457		
197.31551		
197.31645		
197.31739		
197.31833		
197.31927		
197.32021		
197.32115		
197.32208		
197.32302		
197.32396	4.8485899445101196e-18	
197.3249	4.619994726301239e-18	
197.32584	4.488162714388543e-18	
197.32678		
197.32772		
197.32865		
197.32959		
197.33053	8.799047766045354e-18	
197.33147	9.851405160659537e-18	
197.33241	1.0715525250236746e-17	
197.33335	1.135884647482874e-17	
197.33429	1.1775809980740175e-17	
197.33523	1.178805241289756e-17	
197.33617	1.1237163873366084e-17	
197.3371	1.0159489900347538e-17	
197.33804	8.858331745746813e-18	
197.33898		
197.33992		
197.34086		
197.3418		
197.34274		
197.34368		
197.34461		
197.34555		
197.34649		
197.34743		
197.34837		
197.34931		
197.35025		
197.35119		
197.35213		
197.35307		
197.354		
197.35494		
197.35588		
197.35682		
197.35776	1.0250350098162009e-17	
197.3587	1.1282483146278652e-17	4.5656973045670146e-18
197.35964	1.1880072741233327e-17	3.807647676446209e-18
197.36058	1.208522955735054e-17	1.9998411230295022e-18
197.36152	1.1661973031248416e-17	1.7476057503488654e-18
197.36246	1.1342484432267093e-17	1.4531611669345771e-18
197.36339	1.0190560726024646e-17	1.4248846997962165e-18
197.36433	9.218355913978325e-18	1.2656263373630715e-18
197.36527	9.09966350603786e-18	
197.36621	8.318208003209869e-18	
197.36715	7.388868442318951e-18	7.352220970170416e-19
197.36809		
197.36903		
197.36997		
197.37091		
197.37185		
197.37279		
197.37373		
197.37466		
197.3756		
197.37654		
197.37748		
197.37842		
197.37936		
197.3803		
197.38124	4.79857543607667e-18	
197.38218		
197.38312	7.027705540843473e-18	
197.38406	8.452789839955127e-18	1.2213334775977651e-18
197.385	9.020099108099194e-18	1.3643007395917486e-18
197.38594	8.882265227796383e-18	1.009149926901757e-18
197.38687	8.250860174186063e-18	5.437690267474103e-19
197.38781	7.342442836774112e-18	1.091387217230524e-19
197.38875	7.501802353015078e-18	1.3796157587014125e-18
197.38969	7.671305194466276e-18	2.3151513472406036e-18
197.39063	1.0480231356169298e-17	3.278691471437465e-18
197.39157	1.364181436671205e-17	
197.39251		
197.39345		
197.39439		
197.39533		
197.39627		
197.39721		
197.39815		
197.39909		
197.40003		
197.40097		
197.4019		
197.40284		
197.40378		
197.40472		
197.40566		
197.4066		
197.40754		
197.40848		
197.40942		
197.41036		
197.4113		
197.41224		
197.41318		
197.41412		
197.41506		
197.416		
197.41694		
197.41788		
197.41882		
197.41976		
197.4207		
197.42164		
197.42257		
197.42351		
197.42445		
197.42539		
197.42633		
197.42727		
197.42821		
197.42915		
197.43009		
197.43103		
197.43197		
197.43291		
197.43385	6.8764304506453e-18	
197.43479	6.31899405527205e-18	1.945862251751972e-18
197.43573	6.403571984837318e-18	1.6849953061391564e-18
197.43667	6.453217422980109e-18	2.1433352077878093e-18
197.43761	6.3126267800428796e-18	
197.43855		
197.43949		
197.44043		
197.44137		
197.44231		
197.44325		
197.44419		
197.44513		
197.44607		
197.44701		
197.44795		
197.44889		
197.44983		
197.45077		
197.45171		
197.45265		
197.45359	9.592619520624141e-18	
197.45453	7.55125517667413e-18	2.8258789937532343e-18
197.45547	7.507294767746954e-18	2.271094506855961e-18
197.45641		
197.45735		
197.45829		
197.45923		
197.46017		
197.46111		
197.46205		
197.46299		
197.46393		
197.46487		
197.46581		
197.46675		
197.46769		
197.46863		
197.46957		
197.47051		
197.47145		
197.47239		
197.47333		
197.47427		
197.47521		
197.47615		
197.47709		
197.47803		
197.47897		
197.47991		
197.48085		
197.48179		
197.48273		
197.48367		
197.48461		
197.48555		
197.48649		
197.48743		
197.48837		
197.48931		
197.49025		
197.49119		
197.49213		
197.49307		
197.49401		
197.49495		
197.49589		
197.49683		
197.49778		
197.49872		
197.49966		
197.5006		
197.50154	4.9802292095908196e-18	
197.50248	8.41583620380089e-18	
197.50342	9.55838370531704e-18	
197.50436	1.0244470038751993e-17	
197.5053	1.021213086572957e-17	
197.50624	9.70818233251664e-18	
197.50718	9.066079945306842e-18	
197.50812		
197.50906		
197.51		
197.51094	7.570472838828458e-18	7.347992264282264e-19
197.51188	6.990064551622436e-18	1.3104162826456394e-18
197.51282	7.07459231650823e-18	1.338265582595927e-18
197.51376	7.286797594516903e-18	1.3095041796165062e-18
197.5147	7.459865318242726e-18	1.2797318880950712e-18
197.51564	7.547710335552492e-18	1.3511117258797823e-18
197.51658	7.586382004114035e-18	1.4980497319283661e-18
197.51752	8.673861369051069e-18	3.857155089491022e-19
197.51847	9.114872499091994e-18	
197.51941	1.012284824552453e-17	
197.52035	1.1246070293321187e-17	
197.52129		
197.52223		
197.52317		
197.52411		
197.52505		
197.52599	1.0880406291979487e-17	
197.52693	1.1579945037806525e-17	
197.52787	8.49185652998017e-18	3.741595298728958e-18
197.52881	9.243722933502985e-18	
197.52975	9.832300680723239e-18	
197.53069	8.481342783650994e-18	1.5629312909318326e-18
197.53163	8.600537826366137e-18	1.0788571712463516e-18
197.53257	8.257740932121436e-18	7.132601974536301e-19
197.53352	8.172294147118342e-18	6.006606661667622e-19
197.53446	8.858708954201974e-18	6.316677995062419e-19
197.5354	9.059857236131038e-18	1.024713638340219e-18
197.53634	9.382135449346227e-18	2.465447432649664e-18
197.53728	1.091434393231804e-17	
197.53822	9.617159238657173e-18	
197.53916	8.474926851615407e-18	
197.5401	8.153019518263024e-18	
197.54104	8.57131909240759e-18	
197.54198	1.0057648145467785e-17	
197.54292	1.07489550507866e-17	
197.54386	1.0771014832732523e-17	
197.5448	1.0386713225715084e-17	
197.54575	8.462988639031284e-18	2.5456720203794022e-18
197.54669	7.800679308086406e-18	2.6415921486145963e-18
197.54763	8.535998734535669e-18	2.4483235392546125e-19
197.54857	9.838321455165005e-18	3.25655766335649e-18
197.54951	1.007166852349879e-17	4.031163342156839e-18
197.55045	9.525555641366767e-18	3.539504823657987e-18
197.55139	9.390171765196226e-18	3.809595860093104e-18
197.55233	9.522720263829131e-18	3.5395970279437636e-18
197.55327	1.1290303564407001e-17	1.5074483612089068e-18
197.55421	1.1734219775162425e-17	1.8210847772772674e-18
197.55515	1.1958771357396855e-17	2.9721202170201668e-18
197.55609	1.2428689625983736e-17	3.716402999450528e-18
197.55704	1.2837676082464632e-17	4.292768718235501e-18
197.55798	9.827583996941446e-18	2.499899112513075e-18
197.55892		
197.55986		
197.5608		
197.56174		
197.56268		
197.56362		
197.56456		
197.5655		
197.56645		
197.56739		
197.56833		
197.56927		
197.57021		
197.57115		
197.57209	1.0818056505554197e-17	1.6813637871591571e-18
197.57303	1.1022041737338244e-17	2.0632422845228417e-18
197.57397	1.2369398968090578e-17	
197.57491		
197.57586		
197.5768		
197.57774		
197.57868	9.972233790338496e-18	
197.57962	9.955337802418988e-18	
